sample_id,sample_group,label_type,label,chatgpt_label,doubao_label,human_label,mixed_reference,reference_source,regex_prediction,reference_internal_label,included_in_evaluation
P0115,高費用Prompt,任務,教材編寫,是,否,,,未解決,,否,否
P0116,需要對話上下文,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0116,需要對話上下文,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0116,需要對話上下文,領域,商業領域,是,否,,,未解決,是,否,否
P0116,需要對話上下文,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0116,需要對話上下文,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0116,需要對話上下文,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0116,需要對話上下文,任務,撰寫程式,是,否,,,未解決,是,否,否
P0116,需要對話上下文,任務,問題回答,是,否,,,未解決,是,否,否
P0116,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0116,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0116,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0116,需要對話上下文,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0117,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0117,一般代表樣本,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0117,一般代表樣本,領域,商業領域,是,否,,,未解決,是,否,否
P0117,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0117,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0117,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0117,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0117,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0117,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0117,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0117,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0117,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0118,未明／規則弱點,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0118,未明／規則弱點,領域,工程領域,是,否,,,未解決,是,否,否
P0118,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0118,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0118,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0118,未明／規則弱點,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0118,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0118,未明／規則弱點,任務,問題回答,是,否,,,未解決,否,否,否
P0118,未明／規則弱點,任務,其他任務,否,是,,,未解決,否,否,否
P0118,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0118,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0118,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0119,高費用Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0119,高費用Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0119,高費用Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0119,高費用Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0119,高費用Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0119,高費用Prompt,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0119,高費用Prompt,任務,撰寫程式,是,是,,是,雙AI共識,是,否,是
P0119,高費用Prompt,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0119,高費用Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0119,高費用Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0119,高費用Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0119,高費用Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0120,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0120,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0120,一般代表樣本,領域,商業領域,是,否,,,未解決,是,否,否
P0120,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0120,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0120,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0120,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0120,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0120,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0120,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0120,一般代表樣本,領域,數學領域,是,否,,,未解決,,否,否
P0120,一般代表樣本,任務,教材編寫,是,是,,是,雙AI共識,,否,否
P0121,未明／規則弱點,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0121,未明／規則弱點,領域,工程領域,是,否,,,未解決,是,否,否
P0121,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0121,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0121,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0121,未明／規則弱點,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0121,未明／規則弱點,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0121,未明／規則弱點,任務,問題回答,否,是,,,未解決,否,否,否
P0121,未明／規則弱點,任務,其他任務,是,否,,,未解決,是,否,否
P0121,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0121,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0121,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0122,需要對話上下文,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0122,需要對話上下文,領域,工程領域,是,是,,是,雙AI共識,否,否,是
P0122,需要對話上下文,領域,商業領域,是,否,,,未解決,否,否,否
P0122,需要對話上下文,領域,其他／未明領域,是,否,,,未解決,是,否,否
P0122,需要對話上下文,任務,編製PPT,是,否,,,未解決,是,否,否
P0122,需要對話上下文,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0122,需要對話上下文,任務,撰寫程式,是,否,,,未解決,否,否,否
P0122,需要對話上下文,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0122,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0122,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0122,需要對話上下文,領域,數學領域,是,否,,,未解決,,否,否
P0122,需要對話上下文,任務,教材編寫,是,否,,,未解決,,否,否
P0123,多標籤Prompt,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0123,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0123,多標籤Prompt,領域,商業領域,是,是,,是,雙AI共識,是,否,是
P0123,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0123,多標籤Prompt,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0123,多標籤Prompt,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0123,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,否,否,否
P0123,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0123,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0123,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0123,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0123,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0124,高費用Prompt,領域,醫學領域,否,不確定,,,未解決,否,,否
P0124,高費用Prompt,領域,工程領域,是,不確定,,,未解決,是,,否
P0124,高費用Prompt,領域,商業領域,否,不確定,,,未解決,否,,否
P0124,高費用Prompt,領域,其他／未明領域,否,不確定,,,未解決,否,,否
P0124,高費用Prompt,任務,編製PPT,否,不確定,,,未解決,否,,否
P0124,高費用Prompt,任務,撰寫文檔,否,不確定,,,未解決,否,,否
P0124,高費用Prompt,任務,撰寫程式,是,不確定,,,未解決,是,,否
P0124,高費用Prompt,任務,問題回答,是,不確定,,,未解決,否,,否
P0124,高費用Prompt,任務,其他任務,否,不確定,,,未解決,否,,否
P0124,高費用Prompt,內部提示,Codex內部提示,否,不確定,,,未解決,否,,否
P0124,高費用Prompt,領域,數學領域,否,不確定,,,未解決,,,否
P0124,高費用Prompt,任務,教材編寫,否,不確定,,,未解決,,,否
P0125,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0125,一般代表樣本,領域,工程領域,是,否,,,未解決,否,否,否
P0125,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0125,一般代表樣本,領域,其他／未明領域,是,否,,,未解決,是,否,否
P0125,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0125,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,否,否,否
P0125,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0125,一般代表樣本,任務,問題回答,是,否,,,未解決,否,否,否
P0125,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0125,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0125,一般代表樣本,領域,數學領域,是,是,,是,雙AI共識,,否,否
P0125,一般代表樣本,任務,教材編寫,是,是,,是,雙AI共識,,否,否
P0126,未明／規則弱點,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0126,未明／規則弱點,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0126,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0126,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0126,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0126,未明／規則弱點,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0126,未明／規則弱點,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0126,未明／規則弱點,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0126,未明／規則弱點,任務,其他任務,是,是,,是,雙AI共識,是,否,是
P0126,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0126,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0126,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0127,多標籤Prompt,領域,醫學領域,是,否,,,未解決,是,否,否
P0127,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0127,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0127,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0127,多標籤Prompt,任務,編製PPT,是,否,,,未解決,是,否,否
P0127,多標籤Prompt,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0127,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,是,否,否
P0127,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0127,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0127,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0127,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0127,多標籤Prompt,任務,教材編寫,是,是,,是,雙AI共識,,否,否
P0128,多標籤Prompt,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0128,多標籤Prompt,領域,工程領域,是,否,,,未解決,是,否,否
P0128,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0128,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0128,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0128,多標籤Prompt,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0128,多標籤Prompt,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0128,多標籤Prompt,任務,問題回答,是,否,,,未解決,否,否,否
P0128,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0128,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0128,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0128,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0129,一般代表樣本,領域,醫學領域,是,否,,,未解決,否,,否
P0129,一般代表樣本,領域,工程領域,是,否,,,未解決,是,,否
P0129,一般代表樣本,領域,商業領域,是,否,,,未解決,是,,否
P0129,一般代表樣本,領域,其他／未明領域,否,是,,,未解決,否,,否
P0129,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,,否
P0129,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,,否
P0129,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,,否
P0129,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,,否
P0129,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,,否
P0129,一般代表樣本,內部提示,Codex內部提示,否,是,,,未解決,否,,否
P0129,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,,否
P0129,一般代表樣本,任務,教材編寫,是,否,,,未解決,,,否
P0130,一般代表樣本,領域,醫學領域,是,否,,,未解決,是,是,否
P0130,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,是,否
P0130,一般代表樣本,領域,商業領域,是,否,,,未解決,是,是,否
P0130,一般代表樣本,領域,其他／未明領域,否,是,,,未解決,否,是,否
P0130,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,是,否
P0130,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,是,否
P0130,一般代表樣本,任務,撰寫程式,是,是,,是,雙AI共識,是,是,否
P0130,一般代表樣本,任務,問題回答,是,是,,是,雙AI共識,是,是,否
P0130,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,是,否
P0130,一般代表樣本,內部提示,Codex內部提示,是,是,,是,雙AI共識,否,是,是
P0130,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,是,否
P0130,一般代表樣本,任務,教材編寫,是,否,,,未解決,,是,否
P0131,一般代表樣本,領域,醫學領域,是,否,,,未解決,否,否,否
P0131,一般代表樣本,領域,工程領域,否,是,,,未解決,否,否,否
P0131,一般代表樣本,領域,商業領域,是,否,,,未解決,是,否,否
P0131,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0131,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0131,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0131,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0131,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0131,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0131,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0131,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0131,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0132,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0132,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,否,否,是
P0132,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0132,一般代表樣本,領域,其他／未明領域,是,否,,,未解決,是,否,否
P0132,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0132,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0132,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0132,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0132,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0132,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0132,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0132,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0133,多標籤Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0133,多標籤Prompt,領域,工程領域,是,否,,,未解決,否,否,否
P0133,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0133,多標籤Prompt,領域,其他／未明領域,是,是,,是,雙AI共識,是,否,是
P0133,多標籤Prompt,任務,編製PPT,是,否,,,未解決,是,否,否
P0133,多標籤Prompt,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0133,多標籤Prompt,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0133,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0133,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0133,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0133,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0133,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0134,一般代表樣本,領域,醫學領域,是,否,,,未解決,是,,否
P0134,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,,否
P0134,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,,否
P0134,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,,否
P0134,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,,否
P0134,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,否,,否
P0134,一般代表樣本,任務,撰寫程式,是,否,,,未解決,否,,否
P0134,一般代表樣本,任務,問題回答,是,是,,是,雙AI共識,是,,否
P0134,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,,否
P0134,一般代表樣本,內部提示,Codex內部提示,是,否,,,未解決,否,,否
P0134,一般代表樣本,領域,數學領域,是,否,,,未解決,,,否
P0134,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,,否
P0135,高費用Prompt,領域,醫學領域,是,否,,,未解決,否,,否
P0135,高費用Prompt,領域,工程領域,是,是,,是,雙AI共識,是,,否
P0135,高費用Prompt,領域,商業領域,否,否,,否,雙AI共識,否,,否
P0135,高費用Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,,否
P0135,高費用Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,,否
P0135,高費用Prompt,任務,撰寫文檔,是,否,,,未解決,是,,否
P0135,高費用Prompt,任務,撰寫程式,是,是,,是,雙AI共識,是,,否
P0135,高費用Prompt,任務,問題回答,是,否,,,未解決,是,,否
P0135,高費用Prompt,任務,其他任務,否,否,,否,雙AI共識,否,,否
P0135,高費用Prompt,內部提示,Codex內部提示,是,否,,,未解決,否,,否
P0135,高費用Prompt,領域,數學領域,否,否,,否,雙AI共識,,,否
P0135,高費用Prompt,任務,教材編寫,否,否,,否,雙AI共識,,,否
P0136,需要對話上下文,領域,醫學領域,是,否,,,未解決,是,否,否
P0136,需要對話上下文,領域,工程領域,是,否,,,未解決,否,否,否
P0136,需要對話上下文,領域,商業領域,是,是,,是,雙AI共識,是,否,是
P0136,需要對話上下文,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0136,需要對話上下文,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0136,需要對話上下文,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0136,需要對話上下文,任務,撰寫程式,是,否,,,未解決,否,否,否
P0136,需要對話上下文,任務,問題回答,是,否,,,未解決,是,否,否
P0136,需要對話上下文,任務,其他任務,否,是,,,未解決,否,否,否
P0136,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0136,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0136,需要對話上下文,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0137,未明／規則弱點,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0137,未明／規則弱點,領域,工程領域,是,否,,,未解決,是,否,否
P0137,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0137,未明／規則弱點,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0137,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0137,未明／規則弱點,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0137,未明／規則弱點,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0137,未明／規則弱點,任務,問題回答,否,是,,,未解決,否,否,否
P0137,未明／規則弱點,任務,其他任務,是,否,,,未解決,是,否,否
P0137,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0137,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0137,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0138,未明／規則弱點,領域,醫學領域,是,否,,,未解決,是,否,否
P0138,未明／規則弱點,領域,工程領域,是,是,,是,雙AI共識,否,否,是
P0138,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0138,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0138,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0138,未明／規則弱點,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0138,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0138,未明／規則弱點,任務,問題回答,是,否,,,未解決,否,否,否
P0138,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0138,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0138,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0138,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0139,未明／規則弱點,領域,醫學領域,是,否,,,未解決,是,否,否
P0139,未明／規則弱點,領域,工程領域,是,否,,,未解決,否,否,否
P0139,未明／規則弱點,領域,商業領域,是,否,,,未解決,是,否,否
P0139,未明／規則弱點,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0139,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0139,未明／規則弱點,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0139,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0139,未明／規則弱點,任務,問題回答,是,否,,,未解決,是,否,否
P0139,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0139,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0139,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0139,未明／規則弱點,任務,教材編寫,是,否,,,未解決,,否,否
P0140,未明／規則弱點,領域,醫學領域,是,否,,,未解決,是,否,否
P0140,未明／規則弱點,領域,工程領域,是,是,,是,雙AI共識,否,否,是
P0140,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0140,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0140,未明／規則弱點,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0140,未明／規則弱點,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0140,未明／規則弱點,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0140,未明／規則弱點,任務,問題回答,是,否,,,未解決,是,否,否
P0140,未明／規則弱點,任務,其他任務,否,是,,,未解決,否,否,否
P0140,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0140,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0140,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0141,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0141,一般代表樣本,領域,工程領域,是,否,,,未解決,否,否,否
P0141,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0141,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0141,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0141,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0141,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0141,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0141,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0141,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0141,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0141,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0142,需要對話上下文,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0142,需要對話上下文,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0142,需要對話上下文,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0142,需要對話上下文,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0142,需要對話上下文,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0142,需要對話上下文,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0142,需要對話上下文,任務,撰寫程式,是,是,,是,雙AI共識,是,否,是
P0142,需要對話上下文,任務,問題回答,是,否,,,未解決,是,否,否
P0142,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0142,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0142,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0142,需要對話上下文,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0143,多標籤Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0143,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0143,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0143,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0143,多標籤Prompt,任務,編製PPT,是,否,,,未解決,是,否,否
P0143,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0143,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,否,否,否
P0143,多標籤Prompt,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0143,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0143,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0143,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0143,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0144,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0144,一般代表樣本,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0144,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0144,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0144,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0144,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0144,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0144,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0144,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0144,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
