sample_id,sample_group,醫學領域,工程領域,商業領域,其他／未明領域,編製PPT,撰寫文檔,撰寫程式,問題回答,其他任務,Codex內部提示,數學領域,教材編寫,resolved_label_count,unresolved_label_count,reference_profile
P0277,一般代表樣本,否,否,,,否,否,否,是,否,否,否,否,10,2,人工0／共識10／未解決2
P0278,一般代表樣本,,是,否,否,否,,,,否,是,否,否,8,4,人工0／共識8／未解決4
P0279,未明／規則弱點,否,,,,否,是,否,,否,否,否,否,8,4,人工0／共識8／未解決4
P0280,一般代表樣本,,是,,否,否,,,是,否,是,,否,7,5,人工0／共識7／未解決5
P0281,一般代表樣本,是,,否,否,否,否,,是,否,否,否,否,10,2,人工0／共識10／未解決2
P0282,未明／規則弱點,否,是,否,,否,,,,否,否,,是,7,5,人工0／共識7／未解決5
P0283,未明／規則弱點,,否,,,是,,否,否,否,否,否,否,8,4,人工0／共識8／未解決4
P0284,需要對話上下文,,是,否,否,否,否,,,否,,否,否,8,4,人工0／共識8／未解決4
P0285,未明／規則弱點,,是,,否,否,,是,,否,,否,,6,6,人工0／共識6／未解決6
P0286,一般代表樣本,否,是,否,否,否,,是,,否,否,否,否,10,2,人工0／共識10／未解決2
P0287,高費用Prompt,否,是,,否,否,否,,是,否,否,否,否,10,2,人工0／共識10／未解決2
P0288,未明／規則弱點,否,否,,,否,,否,,否,否,否,否,8,4,人工0／共識8／未解決4
P0289,多標籤Prompt,否,,否,,是,,否,否,否,否,是,否,9,3,人工0／共識9／未解決3
P0290,多標籤Prompt,否,,否,,否,,,,否,否,是,是,7,5,人工0／共識7／未解決5
P0291,多標籤Prompt,否,否,否,是,是,否,否,,否,否,否,否,11,1,人工0／共識11／未解決1
P0292,多標籤Prompt,是,,否,否,否,否,,是,否,否,否,否,10,2,人工0／共識10／未解決2
P0293,需要對話上下文,,,否,否,,,否,是,否,否,,否,7,5,人工0／共識7／未解決5
P0294,未明／規則弱點,否,是,,否,否,,是,,否,否,否,否,9,3,人工0／共識9／未解決3
P0295,一般代表樣本,,否,,,否,是,否,否,否,否,否,,8,4,人工0／共識8／未解決4
P0296,多標籤Prompt,否,,,,,是,否,,否,否,否,否,7,5,人工0／共識7／未解決5
P0297,一般代表樣本,,是,,,否,,是,是,否,是,,,6,6,人工0／共識6／未解決6
P0298,一般代表樣本,,是,,否,否,否,,,否,否,否,否,8,4,人工0／共識8／未解決4
P0299,Codex內部提示,是,,,否,否,是,否,,否,,否,,7,5,人工0／共識7／未解決5
P0300,多標籤Prompt,,否,否,,是,是,否,,否,否,否,否,9,3,人工0／共識9／未解決3
P0301,一般代表樣本,,是,,否,否,是,,,否,,否,,6,6,人工0／共識6／未解決6
P0302,一般代表樣本,,是,,,否,否,是,是,否,是,否,,8,4,人工0／共識8／未解決4
P0303,一般代表樣本,是,,否,否,,是,,,否,否,否,是,8,4,人工0／共識8／未解決4
P0304,多標籤Prompt,是,,否,否,,,,,否,否,否,否,7,5,人工0／共識7／未解決5
P0305,一般代表樣本,否,,,,否,,,,,否,否,,4,8,人工0／共識4／未解決8
P0306,未明／規則弱點,,是,是,否,否,否,否,,,否,否,否,9,3,人工0／共識9／未解決3
P0307,未明／規則弱點,,,,,否,,,否,否,,否,,4,8,人工0／共識4／未解決8
P0308,需要對話上下文,是,否,是,,否,,,,否,否,否,,7,5,人工0／共識7／未解決5
P0309,一般代表樣本,是,,否,否,否,否,,是,否,否,否,否,10,2,人工0／共識10／未解決2
P0310,一般代表樣本,否,是,否,,否,否,是,否,否,否,否,否,11,1,人工0／共識11／未解決1
P0311,一般代表樣本,否,,否,是,是,,否,否,,否,否,否,9,3,人工0／共識9／未解決3
P0312,高費用Prompt,否,是,否,否,否,否,,,否,否,否,否,10,2,人工0／共識10／未解決2
P0313,一般代表樣本,是,是,否,否,否,,,,否,是,否,否,9,3,人工0／共識9／未解決3
P0314,多標籤Prompt,,否,否,,否,,,,,否,否,,5,7,人工0／共識5／未解決7
P0315,高費用Prompt,否,是,否,否,否,,是,,否,否,,否,9,3,人工0／共識9／未解決3
P0316,一般代表樣本,否,是,否,,否,否,是,否,否,否,否,否,11,1,人工0／共識11／未解決1
P0317,需要對話上下文,否,是,否,否,是,否,,否,否,否,否,否,11,1,人工0／共識11／未解決1
P0318,一般代表樣本,,是,,否,否,,,,否,是,否,否,7,5,人工0／共識7／未解決5
P0319,多標籤Prompt,否,是,否,,是,,,,否,否,否,否,8,4,人工0／共識8／未解決4
P0320,一般代表樣本,否,否,否,是,是,否,,,否,否,否,否,10,2,人工0／共識10／未解決2
P0321,Codex內部提示,,,是,否,是,否,,,否,,,否,6,6,人工0／共識6／未解決6
P0322,一般代表樣本,,是,否,否,,,,,否,,否,否,6,6,人工0／共識6／未解決6
P0323,需要對話上下文,,否,否,,否,是,,否,否,否,否,,8,4,人工0／共識8／未解決4
P0324,未明／規則弱點,否,,否,是,否,,,,否,,否,是,7,5,人工0／共識7／未解決5
P0325,未明／規則弱點,,否,否,,否,是,否,否,否,否,否,,9,3,人工0／共識9／未解決3
P0326,多標籤Prompt,是,否,否,否,是,,否,,,否,否,否,9,3,人工0／共識9／未解決3
P0327,一般代表樣本,否,否,是,否,,否,否,,,否,否,否,9,3,人工0／共識9／未解決3
P0328,高費用Prompt,,否,,,否,,否,,,否,否,否,6,6,人工0／共識6／未解決6
P0329,一般代表樣本,,,否,否,否,否,否,否,是,否,否,,9,3,人工0／共識9／未解決3
P0330,一般代表樣本,否,否,否,是,否,是,,否,否,否,否,否,11,1,人工0／共識11／未解決1
P0331,需要對話上下文,,否,否,,是,是,否,,否,否,否,否,9,3,人工0／共識9／未解決3
P0332,未明／規則弱點,否,是,否,否,否,,,是,否,,否,否,9,3,人工0／共識9／未解決3
P0333,多標籤Prompt,,否,否,,是,是,否,,否,否,否,,8,4,人工0／共識8／未解決4
P0334,一般代表樣本,否,是,否,,否,,否,是,否,否,否,否,10,2,人工0／共識10／未解決2
P0335,多標籤Prompt,,,否,,否,,否,,否,否,否,否,7,5,人工0／共識7／未解決5
P0336,多標籤Prompt,,是,,,否,,是,是,否,是,否,,7,5,人工0／共識7／未解決5
P0337,一般代表樣本,是,否,否,否,是,否,否,,,否,否,否,10,2,人工0／共識10／未解決2
P0338,一般代表樣本,是,是,否,,否,否,,,否,,否,否,8,4,人工0／共識8／未解決4
P0339,一般代表樣本,,否,,否,是,否,否,,否,否,否,否,9,3,人工0／共識9／未解決3
P0340,未明／規則弱點,否,,,,否,,,,,,,否,3,9,人工0／共識3／未解決9
P0341,需要對話上下文,,是,否,否,是,否,,否,否,否,否,否,10,2,人工0／共識10／未解決2
P0342,需要對話上下文,,,否,,是,,否,否,,否,否,否,7,5,人工0／共識7／未解決5
P0343,一般代表樣本,否,是,否,否,是,,,,,否,否,,7,5,人工0／共識7／未解決5
P0344,多標籤Prompt,否,,,,否,是,否,,否,否,否,否,8,4,人工0／共識8／未解決4
P0345,一般代表樣本,,否,否,,否,,否,否,,否,否,否,8,4,人工0／共識8／未解決4
P0346,未明／規則弱點,否,是,否,,否,,,是,否,否,否,否,9,3,人工0／共識9／未解決3
P0347,一般代表樣本,,是,否,否,,,是,,否,否,否,否,8,4,人工0／共識8／未解決4
P0348,一般代表樣本,否,是,否,,否,,,是,否,否,否,否,9,3,人工0／共識9／未解決3
P0349,多標籤Prompt,是,否,,否,否,否,否,,,否,否,否,9,3,人工0／共識9／未解決3
P0350,高費用Prompt,,,,,,,,,,,,,0,12,人工0／共識0／未解決12
P0351,一般代表樣本,,是,,,否,,是,是,否,是,否,,7,5,人工0／共識7／未解決5
P0352,多標籤Prompt,否,是,否,,否,,,是,否,否,否,否,9,3,人工0／共識9／未解決3
P0353,高費用Prompt,否,是,否,否,否,否,是,否,否,否,否,否,12,0,人工0／共識12／未解決0
P0354,多標籤Prompt,否,是,否,否,是,,,否,否,否,是,否,10,2,人工0／共識10／未解決2
P0355,未明／規則弱點,,是,否,否,是,否,,否,否,否,否,否,10,2,人工0／共識10／未解決2
P0356,Codex內部提示,,是,否,否,否,,否,,否,是,,,7,5,人工0／共識7／未解決5
P0357,需要對話上下文,否,是,是,否,,,,是,否,,否,否,8,4,人工0／共識8／未解決4
P0358,多標籤Prompt,,是,,,否,否,是,是,否,是,否,,8,4,人工0／共識8／未解決4
P0359,多標籤Prompt,,是,,,否,否,是,是,否,是,否,,8,4,人工0／共識8／未解決4
P0360,多標籤Prompt,,是,,,否,,是,是,否,是,否,,7,5,人工0／共識7／未解決5
P0361,一般代表樣本,否,否,,,否,,否,,否,否,否,否,8,4,人工0／共識8／未解決4
P0362,高費用Prompt,,是,否,否,否,,,,,否,,,5,7,人工0／共識5／未解決7
P0363,未明／規則弱點,否,,否,,否,否,,否,,否,否,否,8,4,人工0／共識8／未解決4
P0364,Codex內部提示,是,否,,否,否,是,否,否,否,,否,否,10,2,人工0／共識10／未解決2
P0365,需要對話上下文,否,是,,否,否,,,是,否,否,否,否,9,3,人工0／共識9／未解決3
P0366,一般代表樣本,否,,,,否,否,,,,否,否,否,6,6,人工0／共識6／未解決6
P0367,Codex內部提示,否,否,否,是,否,是,否,,否,,否,否,10,2,人工0／共識10／未解決2
P0368,需要對話上下文,,是,,否,否,,,是,否,否,否,否,8,4,人工0／共識8／未解決4
P0369,Codex內部提示,否,,否,,否,是,,,否,,否,否,7,5,人工0／共識7／未解決5
P0370,高費用Prompt,,是,否,否,否,否,否,是,否,否,,否,10,2,人工0／共識10／未解決2
P0371,一般代表樣本,否,否,,,否,是,否,否,否,否,,否,9,3,人工0／共識9／未解決3
P0372,一般代表樣本,是,,,否,,是,,,否,否,否,否,7,5,人工0／共識7／未解決5
P0373,未明／規則弱點,,是,否,,否,,,,,否,否,否,6,6,人工0／共識6／未解決6
P0374,未明／規則弱點,否,,否,,否,是,否,否,否,否,否,否,10,2,人工0／共識10／未解決2
P0375,多標籤Prompt,,是,否,否,否,,,,否,,否,否,7,5,人工0／共識7／未解決5
P0376,Codex內部提示,是,否,,否,否,否,否,是,否,,否,否,10,2,人工0／共識10／未解決2
P0377,一般代表樣本,,是,,否,,,,是,否,否,,,5,7,人工0／共識5／未解決7
P0378,高費用Prompt,,,,,,,,,,,,,0,12,人工0／共識0／未解決12
P0379,多標籤Prompt,,是,否,否,,,是,,,否,否,否,7,5,人工0／共識7／未解決5
P0380,未明／規則弱點,,是,,否,否,,是,,否,否,否,,7,5,人工0／共識7／未解決5
P0381,未明／規則弱點,否,是,否,否,否,,是,否,否,否,否,否,11,1,人工0／共識11／未解決1
P0382,多標籤Prompt,,,否,,否,,,否,否,,否,否,6,6,人工0／共識6／未解決6
P0383,一般代表樣本,,,是,否,否,,,是,否,否,,,6,6,人工0／共識6／未解決6
P0384,多標籤Prompt,是,是,否,否,,,,,,否,否,否,7,5,人工0／共識7／未解決5
P0385,高費用Prompt,否,是,否,否,否,否,是,否,否,否,否,,11,1,人工0／共識11／未解決1
P0386,一般代表樣本,否,,否,,否,否,,,,否,否,否,7,5,人工0／共識7／未解決5
P0387,一般代表樣本,否,,,,否,否,否,,,否,否,否,7,5,人工0／共識7／未解決5
P0388,未明／規則弱點,否,是,否,否,否,否,是,,否,否,否,否,11,1,人工0／共識11／未解決1
P0389,一般代表樣本,否,,否,是,,是,否,,否,否,否,否,9,3,人工0／共識9／未解決3
P0390,需要對話上下文,否,是,,否,,,是,,否,否,否,,7,5,人工0／共識7／未解決5
P0391,一般代表樣本,,是,,否,否,,,是,否,否,,,6,6,人工0／共識6／未解決6
P0392,一般代表樣本,是,,否,否,否,否,,,否,否,否,否,9,3,人工0／共識9／未解決3
P0393,Codex內部提示,否,,否,,否,,,,否,,否,否,6,6,人工0／共識6／未解決6
P0394,未明／規則弱點,否,否,否,是,否,是,否,,否,否,否,否,11,1,人工0／共識11／未解決1
P0395,多標籤Prompt,是,否,否,否,是,,否,否,,否,否,否,10,2,人工0／共識10／未解決2
P0396,Codex內部提示,否,否,,,否,,否,是,否,,,否,7,5,人工0／共識7／未解決5
P0397,一般代表樣本,,是,,否,,,,是,否,否,,,5,7,人工0／共識5／未解決7
P0398,未明／規則弱點,否,,,否,否,是,否,,否,否,否,否,9,3,人工0／共識9／未解決3
P0399,多標籤Prompt,否,,否,,,是,,,否,否,否,否,7,5,人工0／共識7／未解決5
P0400,Codex內部提示,,否,,否,是,,否,,否,,否,,6,6,人工0／共識6／未解決6
P0401,一般代表樣本,,否,否,,否,否,否,否,是,否,否,否,10,2,人工0／共識10／未解決2
P0402,一般代表樣本,,是,是,否,否,是,,是,否,否,,否,9,3,人工0／共識9／未解決3
P0403,一般代表樣本,否,,,,否,否,,,,否,否,否,6,6,人工0／共識6／未解決6
P0404,多標籤Prompt,否,否,是,否,是,否,否,,否,否,否,否,11,1,人工0／共識11／未解決1
P0405,一般代表樣本,,是,,,否,,是,是,否,是,否,,7,5,人工0／共識7／未解決5
P0406,Codex內部提示,否,是,否,否,否,否,是,否,否,,否,否,11,1,人工0／共識11／未解決1
P0407,一般代表樣本,,是,否,否,是,否,,否,否,否,否,否,10,2,人工0／共識10／未解決2
P0408,一般代表樣本,是,,否,否,否,,,是,否,否,否,否,9,3,人工0／共識9／未解決3
P0409,高費用Prompt,,是,是,否,否,否,否,,否,否,否,否,10,2,人工0／共識10／未解決2
P0410,高費用Prompt,,是,否,否,否,,,,否,,否,否,7,5,人工0／共識7／未解決5
P0411,一般代表樣本,否,,是,否,,是,否,否,否,否,否,否,10,2,人工0／共識10／未解決2
P0412,一般代表樣本,否,是,否,否,,,,否,,否,否,否,8,4,人工0／共識8／未解決4
P0413,多標籤Prompt,,,否,否,否,,否,是,否,否,,否,8,4,人工0／共識8／未解決4
P0414,多標籤Prompt,,是,,否,否,,,是,否,否,,,6,6,人工0／共識6／未解決6
P0415,Codex內部提示,否,,否,是,否,是,,,否,,否,否,8,4,人工0／共識8／未解決4
P0416,一般代表樣本,,是,否,否,是,,,,,否,否,,6,6,人工0／共識6／未解決6
P0417,未明／規則弱點,,,,,否,是,,否,否,否,否,,6,6,人工0／共識6／未解決6
P0418,一般代表樣本,否,,否,是,是,,否,否,否,否,否,否,10,2,人工0／共識10／未解決2
P0419,未明／規則弱點,否,是,否,否,否,否,,是,否,否,否,否,11,1,人工0／共識11／未解決1
P0420,需要對話上下文,否,,是,否,,是,否,否,否,否,否,否,10,2,人工0／共識10／未解決2
P0421,一般代表樣本,否,是,否,否,否,,,,否,是,,否,8,4,人工0／共識8／未解決4
P0422,一般代表樣本,,否,,,否,,,是,否,否,否,是,7,5,人工0／共識7／未解決5
P0423,多標籤Prompt,,是,,,否,,是,是,否,是,否,,7,5,人工0／共識7／未解決5
P0424,一般代表樣本,否,是,否,否,是,,,否,否,否,是,否,10,2,人工0／共識10／未解決2
P0425,一般代表樣本,否,,是,否,否,否,否,,,否,否,否,9,3,人工0／共識9／未解決3
P0426,一般代表樣本,否,,否,,,否,否,,,否,否,否,7,5,人工0／共識7／未解決5
P0427,一般代表樣本,,,,,否,是,,,否,否,否,否,6,6,人工0／共識6／未解決6
P0428,需要對話上下文,否,,否,,,是,,,否,否,,,5,7,人工0／共識5／未解決7
P0429,未明／規則弱點,,,否,,,,,,否,否,否,,4,8,人工0／共識4／未解決8
P0430,一般代表樣本,是,,否,否,否,是,,,否,否,否,,8,4,人工0／共識8／未解決4
P0431,多標籤Prompt,否,是,,否,否,否,是,否,否,否,否,否,11,1,人工0／共識11／未解決1
P0432,一般代表樣本,是,是,否,否,否,是,否,否,否,否,否,否,12,0,人工0／共識12／未解決0
P0433,一般代表樣本,,,否,否,否,否,否,是,,否,否,否,9,3,人工0／共識9／未解決3
P0434,一般代表樣本,是,否,否,否,否,,否,,否,否,,否,9,3,人工0／共識9／未解決3
P0435,未明／規則弱點,否,,否,是,否,,,是,否,否,否,否,9,3,人工0／共識9／未解決3
P0436,多標籤Prompt,否,是,否,否,否,,,,否,是,否,否,9,3,人工0／共識9／未解決3
P0437,高費用Prompt,否,否,,,否,是,,否,否,否,否,否,9,3,人工0／共識9／未解決3
P0438,需要對話上下文,,是,否,否,否,,否,是,否,否,否,否,10,2,人工0／共識10／未解決2
P0439,未明／規則弱點,否,是,是,否,,,,是,否,否,否,否,9,3,人工0／共識9／未解決3
P0440,一般代表樣本,是,是,,否,否,,,否,否,否,否,,8,4,人工0／共識8／未解決4
P0441,需要對話上下文,是,否,否,否,否,否,否,是,否,否,否,,11,1,人工0／共識11／未解決1
P0442,多標籤Prompt,否,是,是,否,,,否,,否,否,否,,8,4,人工0／共識8／未解決4
P0443,未明／規則弱點,否,是,否,否,,否,,,否,否,否,否,9,3,人工0／共識9／未解決3
P0444,多標籤Prompt,否,,是,否,否,是,,,否,,否,否,8,4,人工0／共識8／未解決4
P0445,需要對話上下文,,是,否,否,否,,是,,否,否,否,否,9,3,人工0／共識9／未解決3
P0446,一般代表樣本,,是,否,否,,是,,,否,否,是,是,8,4,人工0／共識8／未解決4
P0447,多標籤Prompt,,是,否,否,,,,,否,是,否,否,7,5,人工0／共識7／未解決5
P0448,未明／規則弱點,否,,是,否,否,否,否,,,否,否,否,9,3,人工0／共識9／未解決3
P0449,需要對話上下文,否,,否,是,,是,否,否,否,否,否,否,10,2,人工0／共識10／未解決2
P0450,高費用Prompt,否,否,是,否,否,是,否,否,否,否,否,,11,1,人工0／共識11／未解決1
P0451,一般代表樣本,否,,否,,是,,否,否,否,否,是,否,9,3,人工0／共識9／未解決3
P0452,未明／規則弱點,,是,否,否,否,否,是,否,否,否,,否,10,2,人工0／共識10／未解決2
P0453,多標籤Prompt,是,是,否,否,否,否,,,否,否,否,否,10,2,人工0／共識10／未解決2
P0454,多標籤Prompt,是,是,,否,是,,,,,否,否,否,7,5,人工0／共識7／未解決5
P0455,Codex內部提示,否,否,是,否,,是,否,否,否,,否,否,10,2,人工0／共識10／未解決2
P0456,高費用Prompt,否,是,否,否,否,,是,,,否,否,否,9,3,人工0／共識9／未解決3
P0457,多標籤Prompt,是,否,是,,否,,,,否,否,否,,7,5,人工0／共識7／未解決5
P0458,高費用Prompt,否,是,是,否,否,否,是,,否,否,否,,10,2,人工0／共識10／未解決2
P0459,Codex內部提示,,是,,否,,,,是,否,,,,4,8,人工0／共識4／未解決8
P0460,多標籤Prompt,是,否,,否,否,否,否,是,否,否,否,否,11,1,人工0／共識11／未解決1
P0461,一般代表樣本,,是,,,否,否,是,是,否,是,否,,8,4,人工0／共識8／未解決4
P0462,多標籤Prompt,,是,,,否,否,是,是,否,是,否,,8,4,人工0／共識8／未解決4
P0463,多標籤Prompt,是,是,否,否,是,,否,否,否,否,否,否,11,1,人工0／共識11／未解決1
P0464,一般代表樣本,,是,,,否,,是,是,否,是,否,,7,5,人工0／共識7／未解決5
P0465,一般代表樣本,是,否,否,否,否,,,否,否,否,否,否,10,2,人工0／共識10／未解決2
P0466,未明／規則弱點,否,否,否,是,否,,否,是,否,否,否,否,11,1,人工0／共識11／未解決1
P0467,多標籤Prompt,否,,否,是,是,,否,否,,否,否,否,9,3,人工0／共識9／未解決3
P0468,未明／規則弱點,,否,,,是,,否,,否,否,否,否,7,5,人工0／共識7／未解決5
P0469,一般代表樣本,,是,否,否,否,,,是,否,,否,否,8,4,人工0／共識8／未解決4
P0470,一般代表樣本,否,是,,否,否,否,是,否,否,否,否,否,11,1,人工0／共識11／未解決1
P0471,一般代表樣本,否,,,否,否,否,否,,,否,否,是,8,4,人工0／共識8／未解決4
P0472,多標籤Prompt,,是,是,否,否,否,,是,,否,,否,8,4,人工0／共識8／未解決4
P0473,一般代表樣本,,,否,,,否,否,,否,否,否,否,7,5,人工0／共識7／未解決5
P0474,未明／規則弱點,否,,是,否,否,,,,否,否,否,否,8,4,人工0／共識8／未解決4
P0475,高費用Prompt,否,是,,否,否,否,是,否,否,否,否,否,11,1,人工0／共識11／未解決1
P0476,未明／規則弱點,否,是,,否,否,,是,,否,否,否,否,9,3,人工0／共識9／未解決3
P0477,多標籤Prompt,,,否,,否,,,否,否,,否,否,6,6,人工0／共識6／未解決6
P0478,一般代表樣本,是,,否,否,否,,,否,,否,否,否,8,4,人工0／共識8／未解決4
P0479,一般代表樣本,,是,否,,否,,,是,否,否,否,是,8,4,人工0／共識8／未解決4
P0480,一般代表樣本,,是,,否,否,,,是,否,否,否,否,8,4,人工0／共識8／未解決4
P0481,未明／規則弱點,否,,否,,,,,,否,否,,,4,8,人工0／共識4／未解決8
P0482,多標籤Prompt,,否,否,,是,否,否,是,否,否,否,否,10,2,人工0／共識10／未解決2
P0483,一般代表樣本,,是,否,否,否,否,,是,否,否,否,否,10,2,人工0／共識10／未解決2
P0484,一般代表樣本,否,是,,否,否,否,是,否,否,否,否,否,11,1,人工0／共識11／未解決1
P0485,一般代表樣本,,是,,否,否,,否,是,否,否,否,否,9,3,人工0／共識9／未解決3
P0486,需要對話上下文,否,,,否,否,是,,,否,否,否,否,8,4,人工0／共識8／未解決4
P0487,多標籤Prompt,是,是,否,否,,否,是,否,,否,否,否,10,2,人工0／共識10／未解決2
P0488,需要對話上下文,,是,,否,否,,,,否,是,否,,6,6,人工0／共識6／未解決6
P0489,需要對話上下文,否,,否,否,否,否,,,,否,否,是,8,4,人工0／共識8／未解決4
P0490,未明／規則弱點,,是,否,否,否,否,,,否,,否,否,8,4,人工0／共識8／未解決4
P0491,多標籤Prompt,,是,,否,,,,是,否,否,,,5,7,人工0／共識5／未解決7
P0492,一般代表樣本,否,是,否,否,否,否,,,否,否,否,否,10,2,人工0／共識10／未解決2
P0493,一般代表樣本,,否,是,否,否,,,否,否,否,否,否,9,3,人工0／共識9／未解決3
P0494,多標籤Prompt,是,,,否,否,否,,,,否,,否,6,6,人工0／共識6／未解決6
P0495,一般代表樣本,否,是,否,,否,否,是,,否,否,否,,9,3,人工0／共識9／未解決3
P0496,未明／規則弱點,,,,,,,,,,,,,0,12,人工0／共識0／未解決12
P0497,未明／規則弱點,否,,是,否,,是,否,否,否,否,否,否,10,2,人工0／共識10／未解決2
P0498,一般代表樣本,否,是,,否,否,,,,否,是,否,否,8,4,人工0／共識8／未解決4
P0499,未明／規則弱點,,是,,否,否,,是,,否,否,否,,7,5,人工0／共識7／未解決5
P0500,一般代表樣本,否,,是,否,是,否,否,,,否,否,,8,4,人工0／共識8／未解決4

