prompt_sha256,category
07f06965a01f6fc7f83ce21113679f5360de59d0b986dd10095590425d661357,系統與維運 > 檔案提供與定位
07f2cdc971a4f3bb788b18aeb22836e99d849b4a8f7c6d081f9bb8b04e00c02c,資料庫 > Firebase與Firestore
07f9661a0112759f77426ea470d6d578521ded4fee32f71dbe27bdbf74beec20,程式開發 > 硬體描述語言
07fb1d6779c42987b97c6be540be781da632bdc3396c1846b6ee0a7864418b89,AI與機器學習 > 文本分類與語意標註
07fd78cd8afc58aaf215f5a819d7a3e4e3ee2cdd95550a82c5d988bd114ae210,程式開發 > 提交與規格合規審查
07fdacbc3e20648ce5ecebe09b37c09eec429ba99409a811d2ba083445e2dc35,AI與機器學習 > 文本分類與語意標註
07feb46800d08fff23f3479887d0018768622dc04e2d33500fd370630640254b,商業與投資 > 財經新聞與市場追蹤
07fedbb307f9ac28de13823b3f0613e3d0efb4a1c27e07384592bb9e437b06eb,AI與機器學習 > 影像生成與編輯
0800410d9a6a47afe1db5cf74bdde8b77a8dacfa818b207b0f35c4db71f073c0,生活與一般問答 > 健康資訊諮詢
0803c658355f1e512df31f23ee6f807f708595ae0ca609669f5275c4fd07ba7d,商業與投資 > 財經新聞與市場追蹤
08040628bc9fc22f020d138211459e905541614efae946acdecda18e1ba5fb82,文件與寫作 > 標題與主旨處理
08047351280fb63803b2c74879f0818729cfdfd4aeb4e6ebf6fe16aabf7e0961,AI與機器學習 > 文本分類與語意標註
0804c82de6310cd8490db0d1fd9f73bb03ee9a917b6b68b2f1ff28eea90f2cdd,AI與機器學習 > 建議內容安全審核
08065bd5e6d5884ef0ab21d3fc3b7269ff37e1db2f4baee7ba37decb36a22494,文件與寫作 > 創意文案與社群回覆
08081767f3dd7de531a05ae18a865b12d0860efc0a739b533c9643601aa81e95,AI與機器學習 > 文本分類與語意標註
080996dc786b4728eba37277dcc5b7f2ef9d67b262385f48cde11f1672b5f69b,學習與研究 > 概念解釋
080a1b61d84df64bd7854cccc3c7a4cf068dcb5e74340a41e6588be6a83c118b,系統與維運 > 通知與排程管理
080aa929ece8c79dfabdba4050e2c4ce620d9a34ae9f4184579c1007f2d6f77c,生活與一般問答 > 健康資訊諮詢
080ab815b488aa7a03f271854f16894d84fd1afb214a81cffd0818a58fe9e20c,商業與投資 > 財經新聞與市場追蹤
080f27884e2e67e46cf8325debd4a905c5f7060c7336ac37c8f596002111fcf9,AI與機器學習 > 文本分類與語意標註
08107189257ae92ac9b6b84c8b2e0a5d8b3e58f46e5bee448544a6d7b9f2ce02,程式開發 > 專案架構與程式重構
0811515b4d139c3465ea3525fae5f7dd6695652e30616115b24bd70274d5ffcc,教材與出題 > 課綱約束核對
081326848d8de983facfa0fd5d49372ad4e274ed0eaf61bcfada993f38a449c3,AI與機器學習 > 文本分類與語意標註
0815c9571746d9b4f6479a61a7005d7ef0571d2cbd13c9f04d4ce01324c809e5,AI與機器學習 > 文本分類與語意標註
0815ff6cbf9ec0fa8a5539b9541ec6133ad0adaa3c8230cf744c1a08ab2823da,AI與機器學習 > 文本分類與語意標註
08181955fcdd8c319d7fae75cd7f916c578839bb92f59f85ac4708311935d3dd,程式開發 > 測試指令與驗證說明
081ac5369136ea4866dfd297dfb0302eebaafe1eb65e1bb3094e36a7ed01f71e,生活與一般問答 > 日常對話
081c4a80a25c990cba9ef0217fd274d80dfec3ab11fe85ae04316ef3dcaaaf2b,AI與機器學習 > 文本分類與語意標註
081d4bfd4983362f00080933a16c6cc37143e56e6d8764839a2bf1a87d3fef6f,其他 > 修改要求與修訂接續
081e2918f2af25ac9ba3a06119c01cc59d0caa7ebd6e9c75d3c00351af130e89,學習與研究 > 生醫文獻內容研讀
0820bf27cbd5f9749a5f0639946369c663c2c919cfa074554d46f23317ade958,程式開發 > 前端開發
082bbd13fdd763db71afaf0e3ac88a757b51202bf62bb33ea735b9917f5ff063,教材與出題 > 課綱約束核對
082e968664ef3ac5cf31aae91bdc04b57c89f162639b3ae9a27ebcac43072476,AI與機器學習 > 文本分類與語意標註
082ef78a81900d3b7ff638ddfb64d16ef698a8a59a9e0ee58d775f7df33908c4,AI與機器學習 > 執行紀錄摘要與記憶整理
082f90fa589124bc9aee7d4fc2643e6afe6d7dbd4527baaa278ec049b7c1e58e,AI與機器學習 > 文本分類與語意標註
082f9c6a1a2fce13e8e470e64b3bec14959126e14440737380292d998b6033f5,AI與機器學習 > 文本分類與語意標註
083160e650d822967f955993711650d37e59a634bfee6c72466ffe879dcda611,生活與一般問答 > 生活問題
0831ba105342c0b0321aa31399816097002100f967fee3a8ef6a312a86d8663d,AI與機器學習 > 影像生成與編輯
08322be511696736b2241517f224519559b37f40ed9fa135a4bcef3314b5b547,教材與出題 > 題目生成
0833afee1f6f8f2cb75f25ffa875d704abb66c2b644a5c1fda358d802e5e4948,教材與出題 > 概念抽取
083473d61afc3aa2d25ed6de367a6011bd265c6e0f8d07ceff4b9e1c523254f9,AI與機器學習 > 文本分類與語意標註
0835e2a4625e6287cb805ca9425248ce2982f13dca5d546e3e5b65e6a9940a18,AI與機器學習 > 個人化工作建議生成
083727e417315a4384d291da1d088247cb5c81a36198bca1efc0ec328c33428e,AI與機器學習 > 文本分類與語意標註
0838085018c3192e8e8bfea614151599d238ea4a6c3da1f4f50a4880a79fe0c1,系統與維運 > Linux
0839556b68178c4949ac1bbdb75e054fe3d3b7335b28bf3234bae434e49dc15e,AI與機器學習 > 文本分類與語意標註
08397a338943f69302fd537fc7285f15385f526d738453c367eaebb292e60eab,商業與投資 > 財經新聞與市場追蹤
0839fb236bf2bc3ab9334755c61b42e28b39de89082265f118da7da07623b546,AI與機器學習 > 建議內容安全審核
083c98d51f9845d12dee8f9818d2f8eedb7188074a149aaecdbe92e558f7e694,文件與寫作 > 內容改寫
0840222a4e9150d37c64040e383d3410e15f104bf5b8ece74bf9c8d45bf03d5a,學習與研究 > 論文閱讀
08434662261215faf49d1c40b57b6b2d529876ae753a665f18a5bf1971f21052,AI與機器學習 > 文本分類與語意標註
0843771a0761808df2c76f547d394f4c6be0833ddebd37c25e1a06f73127033a,程式開發 > 提交與規格合規審查
0843b922ff23ceb25efeab24ce5adda7df475cfce111575ecd62b3f79732d646,學習與研究 > 論文閱讀
0846d78eb6782a73278748f2f0ecf9d79e01a18659e85839b076b9aac4d20c4a,文件與寫作 > 對話標題與任務索引
084b0a34704942f580e187f63b89a7e395fa2d751ee351ac41b8d0ff74414beb,系統與維運 > 門禁與IoT設備管理
084f292e28214552c424fefc1b7bdd75e6524f6a7631d58bc22575de0cf39777,AI與機器學習 > 文本分類與語意標註
08568b3f233a891e82ad5fdca255d4ef68a427998d997784db353cd6472be509,學習與研究 > 實驗設計
0857141de32ad685f20bad97978f88df914dc83f4e5f121796dfec27e202e29b,系統與維運 > 檔案提供與定位
085bb6d2518008c17162fbbeaa77d951a5cbaef7ccf85e5d5f9381c2310ff4de,商業與投資 > 財經新聞與市場追蹤
085de77ad62da1a8dc8a562edf660aa4a41a2079db093d85dcfff5ff60f3e6f6,商業與投資 > 財經新聞與市場追蹤
085fa8b654dabc524ca645b7454f916db4fc2259af43947242d11e5962a940b5,AI與機器學習 > 文本分類與語意標註
085fe375dc41921e573249d49e74340e2f59c4dd2fa69def2ac81639841bb35f,AI與機器學習 > 模型評測
08622a207ad58cc2551aabb67369ffcce18c68cdbda7ff2a73f6540102093724,AI與機器學習 > 文本分類與語意標註
0862748f2676ad9b52fad4b8626604348d981354052555bce12417baaf630aa4,AI與機器學習 > 資訊檢索與排序融合
08635d2d5d037f53c9484e7e612dfe31e6d5bedd295a1ec3adbe126c826efa93,教材與出題 > 題目生成
086510bf4b63c9b98d03a22f13d19f2c9003e3c3313b3a97c50d2d24ff607e9c,AI與機器學習 > 文本分類與語意標註
0865fcb691be5b5ddffdab048fadf067a173d2d0b1e6e7a63d21add4e3a4e450,AI與機器學習 > 文本分類與語意標註
0867d648c8c65ea1ebed4c9cdfdaeffc2536094793aa5ea2c9aad2475eefbe36,AI與機器學習 > 文本分類與語意標註
086871bdf985bd9c922767850a2244ee10faaaf304d3f7d07cf873bf1d827711,AI與機器學習 > 文本分類與語意標註
0869f76d45e672accd0767e3021e4fdbffc1a9a5d51a7ea3f380de179e0e7b66,程式開發 > 專案架構與程式重構
086a27e169eb4baaad1fd53c108efcb128fd56f6821751c7ac087598099fd055,文件與寫作 > Email
086af455f343211dbf31629d6f9ce04940297f25e05a84fd9a345cdb1576320d,AI與機器學習 > AI代理與記憶系統
086b1f32f0a15d486f6b305cbddc40f2274971e61e1566f298f2c88d363d756d,教材與出題 > 概念抽取
086cd8a83783436a1f57c2d33247c59d6ea03668e30805c0e5faea0e7d3f6a19,AI與機器學習 > 建議內容安全審核
086d3fe6fcee7ff0abd443d384ea78be35a68a4717c07b3104e20387b35918d0,AI與機器學習 > 文本分類與語意標註
086e20ea8b8607b000ff17c756b71e9c1aeb177f5c34d363b48948c13e6e66ee,AI與機器學習 > 文本分類與語意標註
086e67992f073d41f64cdb81193d90774af8493161d9dd0a114533c536567c25,程式開發 > 前端開發
0872477de3fbbafa420a27f809bb84feea3507e46cc126f2fdbfdb6493317504,文件與寫作 > 翻譯
0873316b96c913fb7b3ffa00bfb55099ae150de9171e039aad98de115d306332,系統與維運 > 權限問題
08766b069a0add2d3736f429b04d1d2cc6b9dbf4eb6bb7e5dea24e1bc4badb6e,AI與機器學習 > 建議內容安全審核
0876fa6d917ca2dde02bd585e8b5334991fcd36aabb81c2e573b7fe002ab01b1,教材與出題 > 題目品質與答案核對
08776944075fe17488690529dd5cc02b778a1578648f01675d70ec6e9d143151,教材與出題 > 課綱約束核對
087c7385f8e3c70d5dfd02fa1ad02d28d178a80a6c27f5540c1e6e34d40a0948,文件與寫作 > 內容改寫
087e4130a45a17e7157a0bc80f18fca22475238b65ce578c66ae2fa14d5874cf,教材與出題 > 題目品質與答案核對
0883fd0f33875b1229428cc23a3dbfda391bb3ddb9188cd6f15c229f3e73d4e4,資料庫 > 資料表設計
088b820cd124436065ef8cc1b862d60a72744a7b9547f818caacd7528ca1eb34,AI與機器學習 > 文本分類與語意標註
0892bf6fc955ee317dfbbe321a6174220ad3201762a25dcddb2e639cb0693541,AI與機器學習 > 文本分類與語意標註
0892e29aadd03db13466ee1c1fdb4221781954ca9b045a6260dea33614bbad25,AI與機器學習 > 文本分類與語意標註
089482f98ba12c1c2f5282332e014da1c65a805024a0005c02f93ac469328226,AI與機器學習 > 資訊檢索與排序融合
0894981363d3a01e6f45130dc9b1734c598767b8d62556d8c7086d48fa5201a6,教材與出題 > 課綱約束核對
0894e707bc277d34b7ad76ff05990ca79d9ff7c6724706aee57f261c7c49850a,AI與機器學習 > 文本分類與語意標註
08953b654f47c3858b518fbd307e522372b60389e0968ea5e66747767fa6d8e6,文件與寫作 > 翻譯
0895acc67156f284c38823325889a50b56a96bad8f0c3dbd03d9ca749076781b,AI與機器學習 > 文本分類與語意標註
0895f1f59b00969cffaf5a694daaad85fc5ee0be1cf8bb1a909c6538a30e7286,AI與機器學習 > 文本分類與語意標註
08995fcdc91ef0b47bd2a14f69268f9701b654b1828311e7db55de4882c97702,程式開發 > 遊戲開發
089b957fd7f3c70f466fa4d4004bf057ab53a898c225fce6b50a6e56a93bba0e,教材與出題 > 題目品質與答案核對
089bf5c8061b1c2483d66930b1e24bfcf895c75eefc6e680a35aa9bc2ef73f87,AI與機器學習 > 文本分類與語意標註
089d7cf96feff430c8a7cfb1d1d426dbb9c4c1d25e703028fe299e4e0cd8d5e0,程式開發 > 提交與規格合規審查
089ee758c67d70055283dc30438cc7dc1d6358830e1c4781fc662174b77ee4e4,學習與研究 > 研究方法
08a5ddf450bd014981f7b6929d082590d147d7334afde88d014193feeda9d956,其他 > 修改要求與修訂接續
08a9443f92724f95b44ea286c994137aeffc7df005aba410ad55674839e4bfb0,其他 > 確認與同意回覆
08ab828f1969dfdceffe830df38f244aa164a798d64deedd2e9ec2002160ef49,AI與機器學習 > 文本分類與語意標註
08abc4ad77e928205d7fed0e79463bd710172eaa3208392d72e624d8e7d2641c,AI與機器學習 > 文本分類與語意標註
08ac0b97abda077d2326ed9e83167b75a6b54e44620585b50f963e792c95d58f,AI與機器學習 > 文本分類與語意標註
08ad62b6cbd55ca035aa220a606a307cd3dc0ef8dd65cc82c0b49755b369c819,AI與機器學習 > 文本分類與語意標註
08ae07f365fc09eda4a0842866e5d4301a6d3fac4ec2f608ca37fb04e91664de,文件與寫作 > 摘要
08af55f5feef15ddeaa87f031b6df73455804e3785b010f5fc8e5caf9a8b9cb7,AI與機器學習 > 文本分類與語意標註
08b12ece7a73abe326b906564e3d7e39144a6d6e60b2561a33b3608c7b442463,AI與機器學習 > 文本分類與語意標註
08b8c25c5c862e2fbc120e4bbeffcb0c54b21d4c6df12bc3ebe845607284b7c0,程式開發 > SVG與程式繪圖
08b91e46bcb605b666a028e63e54c4c915277c8f69283ee4dba187b76e58eee2,程式開發 > SVG與程式繪圖
08ba297ef16b4603834793f98ad35452968d42c076f9095a43e4d078867b47f1,AI與機器學習 > 個人化工作建議生成
08bb06b7cf406e7107da7640c8bd47c22b15f82880c52171623f06ca382e105c,文件與寫作 > 專業知識文件編製
08bc6a1d0daa7c1c3329b8c5b89fceb5b223de42f37be650bc01e5af262c6f40,AI與機器學習 > 文本分類與語意標註
08bebb0f6279e8fbc5e1919d43e35a2de9e5889c8d3eb807dd316a2490880d25,文件與寫作 > PowerPoint與簡報製作
08c1cfab19037642896a01cb67d8872e69b3fb00a226c5823b3e31ad3c9165c8,程式開發 > 除錯
08c1fd778701c685dd5e14885cb5e267b183a5583c14f30f56fa5ac83183b7c8,AI與機器學習 > 文本分類與語意標註
08c3059a9f6654774fbbb91b251b9bd7aebd84b31268320434b727a515eb61d9,程式開發 > 提交與規格合規審查
08c60bb8ca938eab3427fcee4541f64063333056163ca091741c791c0fa79f60,教材與出題 > 課綱約束核對
08c7b623d8bc503c3d9c87b93d2383d569729c6249224819274487eded2f6043,AI與機器學習 > 文本分類與語意標註
08c9b4e382e4ed699e9ddce7321209fc2d344a0f51f0740315933bdbe8ddd8e3,教材與出題 > 課綱約束核對
08d1e516c0e2f4dfa5a5131073bc28abad1c3d86ebcf2b62e92a7ce2d79776e4,商業與投資 > 財經新聞與市場追蹤
08d58cbb2ca52f328f8aedbbca009fdb0f49b78e74069aa7aea09ea2e435281b,商業與投資 > 商業策略
08d5f3a8bd4f99a0d51dc4133093edb983fb0e8527eb95fa775e29ccfb4ab4fc,程式開發 > Git
08d61734ab1d1bae890837d3d75aff1a852c2c991fafd258e8d5751c1c0771b3,系統與維運 > 檔案與資料夾管理
08d670dbb96ba8a9567b2f9b4944471eb0b0fbbfe08a9fd0f854f5a2ae164c0f,文件與寫作 > 對話標題與任務索引
08d6873a0ef77ba93e3d65aec7f2d8b58cea04570111a61ea14409e638351eaa,文件與寫作 > 企劃書與申請文件
08d92a0217283bdf86c70cfd86cad5fcb784be8319dd53533d8b9d8bb291e671,AI與機器學習 > 代理任務接續與計畫執行
08da9620f8d3e713f26874f78f0d0942c05bf9ebd7e7fedcb15f43a8d7ca6959,AI與機器學習 > 文本分類與語意標註
08dc588f804bc3619997b757da51bfa73e45483a26fd3bb8eb70d1cc13bf7b4c,文件與寫作 > 介紹頁內容呈現
08de16da90287bc4a5e99e5efd8425646be525d9e27455434a17bd29881960bc,AI與機器學習 > 文本分類與語意標註
08e19f2675de89cd8b38b8556043acfa7ef041f8b68d9e3de6f8a197244cb038,AI與機器學習 > 文本分類與語意標註
08e2e911c2bbed86047aabb95d1fc54b2586c64377b5d28b398b804a193c9b06,文件與寫作 > 校對
08e3ce9b911058b2cc53b7bae0a838c6c9352b2254c3a00f52e98bcce216b307,學習與研究 > PCR實驗方法資料
08e573b0aab1e872ffc1eecc5569bb4baed18ac83c51bb5ce5db8dedfbce880f,程式開發 > 遊戲開發
08e8cf77c27ebf5449bd46be96899fdfa338861059c0091f84db3856c4883344,AI與機器學習 > 文本分類與語意標註
08ea42cce1829172bb413dfb574a4ade81d51a86c456d2f67487aba911dde315,其他 > 任務接續與流程執行
08eb2e99b589532af8af99804a700832a7802232788427546db3c72b072c6bc6,商業與投資 > 財經新聞與市場追蹤
08ec53c73dc17242d8b01b167c8620265759c37d3a8ea57e6dea015a12f43c2d,教材與出題 > 概念抽取
08ed6a8da58f7c30690037f54fcf0482b39890ab2bf7c699b184e30e26a0e3e5,文件與寫作 > 校對
08f04a703e8c7bbcaea1fa702893e1fccd91cace370116074c1d76d40109c554,教材與出題 > 課綱約束核對
08f1aca8b2863d3503e398fd65cf5ff0971ce69a7896f353c812335ba60859a1,文件與寫作 > 翻譯
08fae69573ccd133b083743ee77734cbd9cca2a4caafb2c5e9630af8429fd29d,AI與機器學習 > 建議內容安全審核
08fbf560438c8a1bd81051135f619dd2a47970d813c76bb0126b8a4176d187a3,AI與機器學習 > 文本分類與語意標註
08fc6ba05c7e9dc90b175b6908f1c775304789c21b722cc64e6a2ea069ae80e7,AI與機器學習 > 文本分類與語意標註
08fcf9f58590130a8775ff47cffa9f33401cd974882866291073ef481403c748,AI與機器學習 > 文本分類與語意標註
08fdeb4e16febbf1d32c730c64bc09ef91fcf0df272483aacf0d8b7309840776,AI與機器學習 > 文本分類與語意標註
08ff6ef318f71b81633ad5ec7b8c98df2a12eaf704bb2bc87245186b8fc745f9,AI與機器學習 > 文本分類與語意標註
0901f249ba54e320f7e5cce79726919f4bc9c23fd5719ede0f0b61c30ef5edc6,程式開發 > 前端開發
09027e6581e21a9e4d23e071113b3037eac7db5cc40e389bfe6a411d4305980c,程式開發 > API開發
0904470bd9d811fe0d4282ffff16c25fe37cf37d8621369af4fc76b9080c6173,AI與機器學習 > 文本分類與語意標註
090b7b8ba80ddc4fdcfc08396ad783ae052db2f83b3e7ac55a6a83534cf58340,AI與機器學習 > 模型評測
090c9f3de20de12e5ade461ca40e5185d0711a2dec5af2e2358671d5f3c4863a,學習與研究 > 生醫文獻內容研讀
090cf612b07bd2ef3c0cbea20957a677f617284be353916da522578b923de4d0,AI與機器學習 > 文本分類與語意標註
09153694b67fb8e9ccc5ceaa846840f8a511e9b2e634c0fe1f9dc0b524fbff7b,AI與機器學習 > 文本分類與語意標註
0915f022e370ca297c98db6e391bceab14fae9a0a14f4c0e72047a5051994588,程式開發 > 前端開發
09166a1232c06db52f8b122d3711540bd499373a85399da447175d61e3d3bda1,商業與投資 > 財經新聞與市場追蹤
09198b8cdb2225d72c79bf1ff39814894b137b342b09b6df746297d182a9537e,AI與機器學習 > 文本分類與語意標註
091ed98d5145c4559d46362a5502e089c25ddcc1f1b7ea94ea656abc9830e549,AI與機器學習 > 文本分類與語意標註
09212151e6c584c726dab2b78f7ee935a0a3a6ce3810753ef2c8fa34349455c5,程式開發 > SVG與程式繪圖
0922dc18d496007c5445a212420b72eb970df34936b645150d1b59d3078e3626,商業與投資 > 財經新聞與市場追蹤
0924d588c2c1d8eb98d1a5c02afc08b3bc19c4d2d90d4ed0d652846e9259d032,AI與機器學習 > 文本分類與語意標註
09251aa2ef96e0c47565dc72ba9eb0150479338b003553fe6ae52636e2bdaea8,AI與機器學習 > 模型評測
092560e63bafb3afb5d0efcef4283e6282a05bfe911ece9b331340002f183c4b,教材與出題 > 題目生成
09260664672dbaa9be9a035726c79d0c155003986a9077843f3c7c0eb66b1fe4,學習與研究 > 論文閱讀
09274f9efcc9b5477c29c7bcc1317c92ce69ea1e3611a11103206a8b4bc0f2fb,系統與維運 > 檔案提供與定位
09281ccaf8afc563208ad928eb9c83564edf7656305131b998e7dcdb0444d9d1,AI與機器學習 > 執行紀錄摘要與記憶整理
09287ab71b1be3bde9cfdcdf9e840ad7f04d29f03a3e10db4418b56b691b34dc,教材與出題 > 概念抽取
092b39e3ae75161ec8c307c9d53a54b42de09a4951571dd852f2e0f2156883d6,AI與機器學習 > 文本分類與語意標註
092bf35f623bc6e4a53dee1a521ba1d480001e4cdc6c95a80c686ecac89cd48e,AI與機器學習 > 文本分類與語意標註
092c62245f18e29bcdaec1cc248cd894695479f4705506175f57a3f530c18431,AI與機器學習 > 文本分類與語意標註
092cc2b5ffe78583bc75c9ce54b25fafd32913797b467a8abf32b6432d1ea7f7,程式開發 > 提交與規格合規審查
092ecf6228aa8c00328410e3d38dcc4c0bb4867bf9ca94fe075c31481709151e,文件與寫作 > 格式整理
093a85756aeeb1fe82b7a1a86cdd77b3756ce7fedbbcaa673527ea444a01439b,程式開發 > 程式碼解釋
093f681c88013aa9e8fde13cca29da23a465c5628f896aa152566bc3044e87a4,AI與機器學習 > 既有AI代理設定與串接
09425a880cc84c7cb0075b50ffc39d974a9e33d5babe43776f8da835182ff65a,系統與維運 > 操作審批與風險審查
094366ffd1f199975f3b9a48cb5f1102f10cec0a60911fb132b5872cd40dbbcf,AI與機器學習 > 提示工程
094573708f63a8e266d21b2569ac7ba535fb418c1e7f0d8e7c8c3d08c1471144,AI與機器學習 > 文本分類與語意標註
0949520c89e50d3b58f27515d1d09327d1612bad889b10abe1c308437e76749c,教材與出題 > 課綱約束核對
094bd6ebd4e98827cd3929167eb3d77f21c9c6ff6f56ff4aa1a7e9145c722ba5,其他 > 確認與同意回覆
094da9725bf795e742868728ba8b67599593dd299ece580c9a5710e3246f3163,系統與維運 > 圖片轉換操作接續
094f3f0e460490482f976717a74535eac706ddd6af0cb9a4f1e2986bf11fb591,AI與機器學習 > 文本分類與語意標註
094f434222118a1618eac908975d49f6647874c07e7006e244fc181dcbeb5ab5,程式開發 > 程式設計概念
09578ac2f95b63afa5e9749752a6270c093e7d7ca82268ea11985adc8e28552b,文件與寫作 > 文件閱讀與理解
0957964e40d4f0c0a6f50500a6bc58953b50a597ff3a6faf213fb35dab4bf1ac,AI與機器學習 > 文本分類與語意標註
0957a025023eec9c48722672c5bee2f2afb5d3beb37edacd44085c26cc942afb,程式開發 > 程式碼解釋
09581727b032c62cc56e3c654d5482f15d494bfa583b6a1b607710acfb10f12c,資料庫 > 資料表設計
0959d620a2d50efca768292fd856bf3a446e06bdbd7c10d310921f117e7ac640,AI與機器學習 > 提示工程
095a53866d14a3a8c2959bd58467f3f76eeb91091bccb075e7f6d2ad27cd9b79,學習與研究 > 研究方法
09677c83527301cc3acf25ae10455a1c3415ee59324d3addd634c98aef0b6d01,其他 > 任務接續與流程執行
09679461f82bcc1b42a0713d460bd8d6659cf64b0a6ee972fbac586944444de9,程式開發 > SVG與程式繪圖
0968662b068534969990dbfd5032913f276d920df55d79c39bb7f747a1b47e2a,AI與機器學習 > 文本分類與語意標註
096b4bec94953c36ab2f12cb8af5a4c487365bc880053252d1bec0ad95617595,AI與機器學習 > 文本分類與語意標註
096c72ee808910bbdd14d093946752abb2da03467ecf586c9ffca7ee2c3671cb,AI與機器學習 > 提示工程
09706929825a6849ea71334dece0eb0564aa317115f3ef336f48ba5d3ba1139e,AI與機器學習 > 推論加速
09713fe476d4aece3e526325a13bb5c0b00ce3917c95902470ffa72ca491ccd3,AI與機器學習 > 文本分類與語意標註
0973482a0110ed7f7c719fbf6d667fe8806c6a3ab95e3f13b61320ac6b4d9470,文件與寫作 > 翻譯
0973524e1b48b2d4c365b2f717f08ccce2cb2e5b07524dab7da4fbd0236f7951,教材與出題 > 課綱約束核對
0975e724a892791d249b0da2f817763b4297ed805f1164e0b863b1e75a7957b5,AI與機器學習 > 模型架構與推論流程
09783b027c816854ca144aa80b26712362a442b89c04e3fb8976126be0a9796f,教材與出題 > 課綱約束核對
0979431f16059282c282343c71f1841663228fecb84b83b328bf975991a57206,AI與機器學習 > 提示工程
09798e03af0d52664ba49d34d339c164d1960ee37ea6803c6a53406143b4a839,程式開發 > 前端開發
097b48d866a5b523783d4db9038011c303d369db956ed38450b8ef1adddc4fcd,系統與維運 > 檔案提供與定位
097b67c6cf461c94efd1adba9e64cefe57f9bc725bbc040919b186d1f0d49cf5,教材與出題 > 課綱約束核對
097dfd2494b8aa6b58bc57009666eaa8e02a93ab2031986e19090cf12b6115b3,文件與寫作 > 簡報講稿與旁白
098045aab087929f150f9437f3c7b75f89d1aa443f1ea4c0c8d0835a602da5e6,文件與寫作 > 海報與宣傳文案
09811ce76b829a3ce565c0966d019ec97daff45c00a77243031ff1391749b4c0,系統與維運 > 環境安裝
098338b3890186de0eadefa8c549fa86693cee325a92f307fd6b6241daf8758c,文件與寫作 > PowerPoint與簡報製作
098379cfdd71e1d90aa8a75b6638896a297fb00b6b9d39025abdbeae987b00b6,系統與維運 > 瀏覽器與桌面操作
09837e887484f0808a598882ad587ad14686d8f2a3a5f88138b9adb2504c2027,AI與機器學習 > 文本分類與語意標註
0983a26916f8aa4b6f6ce93540e536bfb99fe2572985b36e1ab84b5f81820c7a,文件與寫作 > 郵件內容處理
09860bc5ab7fa24e31396a510e9189a88ebc1762882bbd46f6f56535e0782174,AI與機器學習 > 文本分類與語意標註
09861743070c4dddebf99127e920e423fa2031e3e878806f3054a9e80a48b84d,學習與研究 > 文獻搜尋與引用
09861f97b4940c7bd9fb265559212a8ebf6e3285204da7aada26d5d36035811d,AI與機器學習 > 文字引導影像生成原理
098676a38017f1f27546703b53ec09be1ea796de16c44da9605777868bb24b06,文件與寫作 > 標題與主旨處理
098703259582b3a274c299b77e820356f0abefb19cc38cf1a688702940e2f4a5,文件與寫作 > 簡報講稿與旁白
098ae9ec077fe9d8877f6ae3bcee39f748ec8f217f450c509ea00d1eb2145360,AI與機器學習 > 模型架構與推論流程
098af9e64fa8dcebd41f52013c4525255fa8f3d372ae0a4144dc7ba41bbb3b81,程式開發 > 遊戲開發
098b0963ff464c294383792f94e03c718ffd3d1b3c69c6797e10a859082ca857,AI與機器學習 > 文本分類與語意標註
098c188e8f04f72f6855446f1ae7fe40c55dc1b309f98389cb82ee4a42c58ddd,商業與投資 > 財經新聞與市場追蹤
098e19c8570ce073000ba6789e9c866290137e2d1d6545d44b22859385bd9e9c,教材與出題 > 課綱約束核對
098eea21279869e1fab13168be6dac691bceda1a16dc233f8766832dab170716,商業與投資 > 財經新聞與市場追蹤
09916772c215c493e420183e5cdab3698be59739e4004ba204e921b5cb4737db,文件與寫作 > 摘要
09935fd4996d07feda324bd97e1f32153a90d56dd2ed8f683ecd9d7c23d654d9,教材與出題 > 題目生成
0994c95bf5460629dbe3ad1b74691b678c9c7e9a130bef4404a84163ed31360b,AI與機器學習 > 個人化工作建議生成
09952aff3196d9c7f838badf0d48b6fca3793ca58d58d2b78f35dfb59fb8b9d9,文件與寫作 > 圖片與視覺素材製作
0996626db205ad076d5972b74172143c94e26a69043c6a226c735025c9634b38,文件與寫作 > 圖片與視覺素材製作
0997e8f6816df9b8befedf6dbd2f6fc105456893d52bc07a1efa2f85ce0c323c,文件與寫作 > PowerPoint與簡報製作
0999ac9569e32070ad6f120bca235e1a81ce263b8c2ef400086b6dcd6ef79931,商業與投資 > 財經新聞與市場追蹤
0999f743fdd83f0769f6ea745ca9cd5ed5b7e125079e58b0fd93eea7a6212061,AI與機器學習 > 文本分類與語意標註
099bb47d099280d609a042e519b7f347a86bf401f72901d987e2aebdfd24d869,AI與機器學習 > 文本分類與語意標註
099df169a9e18cb72aee10e979f7743ad5221d30c511be05e5492c5b98de6550,文件與寫作 > 簡報視覺設計
099f3a6a757fda1445e5b555e3e84d65ad616da9d6d17e38397c01133295d7fe,程式開發 > 前端開發
09a260bbe0496503114f239beecc20ededa996f309c4a2f03c6d3f80dd71f0c0,AI與機器學習 > 文本分類與語意標註
09a3a72f5af99556fb886c22a17bceec9ef42124d4dffe9de302879591ae8a8e,AI與機器學習 > 文本分類與語意標註
09a793bb2beb112687938fec210a9bec5888485290130ae9778cbae0737a1df8,AI與機器學習 > 文本分類與語意標註
