request_id,category
request_7a8a01e17f271f91,文件與寫作 > 內容改寫
request_556d587268f0d608,文件與寫作 > 簡報講稿與旁白
request_e8e717513bd37e73,文件與寫作 > 內容改寫
request_4a1f44e2cf64db95,文件與寫作 > 簡報講稿與旁白
request_0080c2caac4f1f5b,文件與寫作 > 簡報講稿與旁白
request_96cabf3f7f16190a,文件與寫作 > 簡報講稿與旁白
request_a7c3bfdc3e563e94,文件與寫作 > 簡報講稿與旁白
request_930c72aaf7d37895,文件與寫作 > 內容改寫
request_93ca23e2f2e2fed0,文件與寫作 > 內容改寫
request_e966586ecd4a8a09,文件與寫作 > 簡報講稿與旁白
request_a5426a9bb28eb974,文件與寫作 > 簡報講稿與旁白
request_b0d16ac3f2b41221,程式開發 > 行動App與Flutter
request_0069713f810bbd6a,文件與寫作 > 簡報講稿與旁白
request_ee8020ec7c6de5ce,文件與寫作 > 內容改寫
request_dd3e6cee47dfffae,教材與出題 > 講稿與逐字稿
request_afbffe8f0e41bbcc,文件與寫作 > 簡報講稿與旁白
request_f5ed678866922247,文件與寫作 > 簡報講稿與旁白
request_648e0302dec3faa9,文件與寫作 > 簡報講稿與旁白
request_c3ddb7135109f99a,文件與寫作 > 內容改寫
request_0365d2b7ac117ad2,程式開發 > 後端開發
request_b53555c52a51acb5,文件與寫作 > 內容改寫
request_d58e4431f8764898,文件與寫作 > 簡報視覺設計
request_981454e6454ba4d0,文件與寫作 > PowerPoint與簡報製作
request_a0dbb3ace565f0cc,文件與寫作 > 內容改寫
request_fade3a8ccd279d19,文件與寫作 > 簡報講稿與旁白
request_c12e61a3bab2d546,文件與寫作 > 簡報視覺設計
request_d37605b9bdda74db,教材與出題 > 訓練活動設計與分級
request_3dcfead14a8ff9b1,文件與寫作 > PowerPoint與簡報製作
request_fa5c61b6f4aeba31,文件與寫作 > 簡報視覺設計
request_3425cf11134ffac4,AI與機器學習 > 影像生成與編輯
request_d2732d539bf8bfe2,文件與寫作 > 內容改寫
request_b710c4ff4527f5ff,程式開發 > 後端開發
request_b6c811c6325955a8,文件與寫作 > 內容改寫
request_3cc486e200b27b0d,AI與機器學習 > 影像生成與編輯
request_e0a4f0f2426f65d2,文件與寫作 > 簡報視覺設計
request_675370ab87f423ba,文件與寫作 > 內容改寫
request_125a33f02c8c3791,文件與寫作 > PowerPoint與簡報製作
request_3abe3ce16edb8cdd,文件與寫作 > 文件閱讀與理解
request_d0a6936b18d564e9,AI與機器學習 > 影像生成與編輯
request_f882bf1d822411c0,文件與寫作 > PowerPoint與簡報製作
request_695d23f78c7fadac,程式開發 > 後端開發
request_971bdba1d9aefb28,文件與寫作 > PowerPoint與簡報製作
request_e199882e4a8d7274,文件與寫作 > PowerPoint與簡報製作
request_16501e0c2c589d46,程式開發 > 前端開發
request_b77a6abb4c1c413c,程式開發 > 前端開發
request_16d9b2be91a4cefc,文件與寫作 > 簡報視覺設計
request_e4277e69b7739534,文件與寫作 > 創意文案與社群回覆
request_8ed2fecf37ff5be2,程式開發 > 後端開發
request_caee889bce2ab528,程式開發 > 前端開發
request_dadff431271149c2,文件與寫作 > 簡報視覺設計
request_3ecfd2ae3a64cb18,程式開發 > 後端開發
request_bd09b0e8be03df52,文件與寫作 > PowerPoint與簡報製作
request_efe2625edf42bd19,程式開發 > 前端開發
request_d7511634b1e5aa34,文件與寫作 > PowerPoint與簡報製作
request_aceb01d56f2cfdb2,程式開發 > 前端開發
request_421ff9b5aa0260cf,程式開發 > 後端開發
request_f8c1c1d0ff08fc60,文件與寫作 > 簡報視覺設計
request_e39043b29e6817b3,程式開發 > 前端開發
request_3207c5bcac7a326e,程式開發 > 前端開發
request_f1a49b29fd1630f9,程式開發 > 前端開發
request_044477b04dab48c7,程式開發 > 前端開發
request_96a596c06104abfc,文件與寫作 > PowerPoint與簡報製作
request_02d1e9935e684473,程式開發 > 前端開發
request_5059c5d6ed108dac,文件與寫作 > PowerPoint與簡報製作
request_6c157d3ba0cb3b08,程式開發 > 後端開發
request_4621f9c50ce2c35e,程式開發 > 前端開發
request_a1d2dcaa6dd15f61,文件與寫作 > 簡報視覺設計
request_62dc6bc82b5acccf,文件與寫作 > 簡報視覺設計
request_5d45e94a992d997d,程式開發 > 後端開發
request_676fe140b758c7b2,程式開發 > 前端開發
request_30b53a67d87529e2,程式開發 > 前端開發
request_b2cf98e6c953a26f,程式開發 > 前端開發
request_976a3fc2b15037d8,文件與寫作 > PowerPoint與簡報製作
request_b7fca6e23de606ba,程式開發 > 前端開發
request_805e3ffaa7525939,文件與寫作 > PowerPoint與簡報製作
request_1fe75c4195cb7342,程式開發 > 後端開發
request_04e24009b57b6598,AI與機器學習 > 影像生成與編輯
request_0f24313e8c793a67,程式開發 > 後端開發
request_716241386808880d,程式開發 > 後端開發
request_c0bcc48f3c693b9f,文件與寫作 > 圖片與視覺素材製作
request_35cc5c97689051e7,文件與寫作 > 配色與版面調整
request_b5a617a20b43edd0,文件與寫作 > PowerPoint與簡報製作
request_bef94280599722b0,文件與寫作 > 配色與版面調整
request_127f7f13acf1057d,程式開發 > 後端開發
request_930df7c591eebf26,文件與寫作 > 配色與版面調整
request_68540c8ce38bda83,文件與寫作 > 圖片與視覺素材製作
request_695484391866394f,生活與一般問答 > 一般知識
request_339aa317b1562d69,文件與寫作 > 簡報視覺設計
request_43ddfe9db8cef7ba,生活與一般問答 > 一般知識
request_1407b820444fda3f,文件與寫作 > 簡報視覺設計
request_86e6e3954fd94128,生活與一般問答 > 一般知識
request_e1c1f06ac2b6e39d,生活與一般問答 > 一般知識
request_8e8839b6f8484241,文件與寫作 > 簡報視覺設計
request_001b838287a46e70,生活與一般問答 > 一般知識
request_7f3481da2dddd7e1,文件與寫作 > PowerPoint與簡報製作
request_cc8882f4b6ba97c6,生活與一般問答 > 一般知識
request_9d34c2f0f4aeb066,程式開發 > SVG與程式繪圖
request_b5e591dbfb8984b2,程式開發 > 前端開發
request_c234344b4db26559,程式開發 > SVG與程式繪圖
request_46142ca1fc5e530b,文件與寫作 > 簡報視覺設計
request_2a86333eb6618fb6,程式開發 > 前端開發
request_01560237348c4bdd,程式開發 > SVG與程式繪圖
request_58ad129c5fb58def,程式開發 > SVG與程式繪圖
request_6a4506d954da0965,文件與寫作 > PowerPoint與簡報製作
request_0e3f309ea8e60e49,文件與寫作 > 創意文案與社群回覆
request_3ae591c038142357,程式開發 > 前端開發
request_ee3965f3d0726bc6,程式開發 > 前端開發
request_9e37fc1a0cd6e6ff,文件與寫作 > PowerPoint與簡報製作
request_0e03f2902174a9ce,程式開發 > 前端開發
request_e88b36f46dad0229,程式開發 > SVG與程式繪圖
request_8192a7aa286a7e03,程式開發 > 前端開發
request_6de462613fb3212a,程式開發 > 前端開發
request_d39f1b19cef72337,程式開發 > 前端開發
request_192c9965b36c917e,文件與寫作 > PowerPoint與簡報製作
request_53fb404ccb8124c8,程式開發 > 前端開發
request_e1a0908fe50789f6,文件與寫作 > PowerPoint與簡報製作
request_cb169513ba105757,程式開發 > SVG與程式繪圖
request_582659c208a3e6e3,文件與寫作 > 簡報視覺設計
request_e154f996468b640a,程式開發 > SVG與程式繪圖
request_4924ac7115bef198,文件與寫作 > PowerPoint與簡報製作
request_ea46f6d84d75abb7,文件與寫作 > PowerPoint與簡報製作
request_fa57fbb8ce51e605,文件與寫作 > 簡報視覺設計
request_451af64f613dcbc7,文件與寫作 > PowerPoint與簡報製作
request_dc38a674e5c01951,文件與寫作 > PowerPoint與簡報製作
request_c0cb0c1b75572b09,文件與寫作 > PowerPoint與簡報製作
request_217cbfbae831222c,文件與寫作 > PowerPoint與簡報製作
request_e6e461a26f2b4055,文件與寫作 > 圖片與視覺素材製作
request_3aa94fd9272f7f02,文件與寫作 > 簡報視覺設計
request_1052fbe1e0b8fbfd,文件與寫作 > 簡報視覺設計
request_8928d91213690c9d,文件與寫作 > PowerPoint與簡報製作
request_f15e267ca7f698a0,程式開發 > SVG與程式繪圖
request_f3526e8e55a6b61b,文件與寫作 > 簡報視覺設計
request_0da2c27f7f4b1c46,文件與寫作 > 簡報視覺設計
request_860d6ef2ff76f33b,文件與寫作 > 簡報視覺設計
request_b912ef3239c657e2,文件與寫作 > PowerPoint與簡報製作
request_81f7abe1452db8bf,程式開發 > SVG與程式繪圖
request_ee01de2309e0e7d7,文件與寫作 > PowerPoint與簡報製作
request_322c1a11083444a3,程式開發 > SVG與程式繪圖
request_b842477ed12a2965,文件與寫作 > PowerPoint與簡報製作
request_a7f5d8ea34784cf6,文件與寫作 > PowerPoint與簡報製作
request_3c5c3861e51a7d51,文件與寫作 > 簡報視覺設計
request_acb4928d7a4b6257,文件與寫作 > PowerPoint與簡報製作
request_f80991f65a806f99,文件與寫作 > 簡報視覺設計
request_23e941afb72bdb4e,文件與寫作 > PowerPoint與簡報製作
request_1a7f72a0590e1ca2,文件與寫作 > PowerPoint與簡報製作
request_7f3b2757164fd915,文件與寫作 > 簡報講稿與旁白
request_fdb6a9b97fc804c9,文件與寫作 > 簡報講稿與旁白
request_e20cecedbfc83a98,文件與寫作 > 簡報講稿與旁白
request_d8c97c0e842d22ec,文件與寫作 > 簡報講稿與旁白
request_baa2faf6493d9bf2,文件與寫作 > 簡報講稿與旁白
request_18992d4025ac2089,文件與寫作 > 簡報講稿與旁白
request_47c9ae9f1e3f702d,文件與寫作 > 簡報講稿與旁白
request_b5f83e7b685bf081,文件與寫作 > 簡報講稿與旁白
request_8573256c1bcbf2d8,文件與寫作 > 簡報講稿與旁白
request_3dae6ea59bb69c2e,文件與寫作 > 簡報講稿與旁白
request_bbf407d5422bace1,文件與寫作 > 簡報講稿與旁白
request_b8a8bb1f38187bf7,文件與寫作 > 簡報講稿與旁白
request_20d20199cb1e8099,文件與寫作 > 簡報講稿與旁白
request_a725e77a6a60c890,文件與寫作 > 簡報講稿與旁白
request_67109ecd77282cea,程式開發 > SVG與程式繪圖
request_2c1f8fdc106c641b,教材與出題 > 講稿與逐字稿
request_ec698b64d122ffe4,文件與寫作 > 簡報講稿與旁白
request_8b0918cad3ccdec4,程式開發 > SVG與程式繪圖
request_a389bc8437ae740b,程式開發 > SVG與程式繪圖
request_7be3061c7c03229e,文件與寫作 > 紀錄表與專業報告
request_7610e16312508417,生活與一般問答 > 健康資訊諮詢
request_33c8bb95d386f4e6,學習與研究 > 實驗設計與結果解讀
request_787e8e12d2a470f7,AI與機器學習 > 模型架構與推論流程
request_405b51be1d595a58,AI與機器學習 > 模型架構與推論流程
request_0213e7f92ec692ee,AI與機器學習 > 模型架構與推論流程
request_f3250277e73f8cdb,AI與機器學習 > 模型架構與推論流程
request_b17fa8535ced8607,AI與機器學習 > 既有AI代理設定與串接
request_479bb981b2b98c4e,AI與機器學習 > 既有AI代理設定與串接
request_83b6c83c5e28244d,AI與機器學習 > 既有AI代理設定與串接
request_c2c0b9440246d99c,AI與機器學習 > 既有AI代理設定與串接
request_0587d6ae1f2e03ce,AI與機器學習 > 既有AI代理設定與串接
request_ffb836360cd402a0,AI與機器學習 > 既有AI代理設定與串接
request_7ad6d9fa3cc127f8,AI與機器學習 > 既有AI代理設定與串接
request_7c678bffdd4d1c1a,AI與機器學習 > 既有AI代理設定與串接
request_e8e4d3d05fbb4e71,AI與機器學習 > 既有AI代理設定與串接
request_571e859ec849ed12,AI與機器學習 > 既有AI代理設定與串接
request_52e546ce877169b8,其他 > 任務接續與流程執行
request_53a88070e42a3d56,其他 > 任務接續與流程執行
request_8107d071250bddeb,程式開發 > 程式碼審查與測試
request_59ffa72f74b5bf7a,系統與維運 > 工具載入狀態通知
request_6b2c17eff071ebc4,其他 > 任務接續與流程執行
request_88bb79afe2b65645,系統與維運 > 工具載入狀態通知
request_56d71a7fae9bda5b,AI與機器學習 > 資訊檢索與排序融合
request_658a6d511bce2e14,AI與機器學習 > 資訊檢索與排序融合
request_addaccd8a6ff0571,AI與機器學習 > 資訊檢索與排序融合
request_df3cb484b0fec9f1,AI與機器學習 > 資訊檢索與排序融合
request_5abf2e9c0fcf12ab,系統與維運 > 工具載入狀態通知
request_f24f31d564a0d007,系統與維運 > 工具載入狀態通知
request_6641fbd80b6a0087,AI與機器學習 > 資訊檢索與排序融合
request_029c44bffdd03a76,系統與維運 > 工具載入狀態通知
request_19e2252c5b253bbf,系統與維運 > 工具載入狀態通知
request_e247342a8050f080,系統與維運 > 工具載入狀態通知
request_92a379e577abab38,系統與維運 > 工具載入狀態通知
request_dab7af7c48e754e0,其他 > 任務接續與流程執行
request_58ff7b29ab37badb,系統與維運 > 工具載入狀態通知
request_b3772767006785e0,其他 > 任務接續與流程執行
request_35c568ed9491a7a8,系統與維運 > 工具載入狀態通知
request_770e1d5eb9830a17,其他 > 任務接續與流程執行
request_bed7639334a1246c,系統與維運 > 工具載入狀態通知
request_cda7bcd02040ac72,系統與維運 > 工具載入狀態通知
request_4dbfd776aa4cd8ce,系統與維運 > 工具載入狀態通知
request_72c760d0a8a49c18,其他 > 任務接續與流程執行
request_268611d6107d3ee0,其他 > 任務接續與流程執行
request_e0b8571181dd7304,系統與維運 > 工具載入狀態通知
request_887b5e5cede5d5ef,其他 > 任務接續與流程執行
request_5119ceab0d6abcc7,其他 > 任務接續與流程執行
request_05997b51a090280b,系統與維運 > 工具載入狀態通知
request_713a48ed31d57dc1,其他 > 任務接續與流程執行
request_ffd70bcc5d1c1611,其他 > 任務接續與流程執行
request_e78e8d807bcc863b,系統與維運 > 工具載入狀態通知
request_709d532fa5575a7f,其他 > 任務接續與流程執行
request_8a996513c580b053,其他 > 任務接續與流程執行
request_277565ea8b63a1ff,其他 > 任務接續與流程執行
request_665fc15ca0b6315a,其他 > 任務接續與流程執行
request_6908a45098ca7bd4,其他 > 任務接續與流程執行
request_5d7927b4ee339888,系統與維運 > 工具載入狀態通知
request_08f8bcba7a4681e0,系統與維運 > 工具載入狀態通知
request_04cf3da8a8f93ca1,其他 > 任務接續與流程執行
request_c34c7bbe3b85f327,其他 > 任務接續與流程執行
request_824aef3be262f061,系統與維運 > 工具載入狀態通知
request_2429e98b78a5297b,系統與維運 > 環境安裝
request_288dae5386f7daf9,其他 > 任務接續與流程執行
request_9a318d2fc39e706c,系統與維運 > 工具載入狀態通知
request_37a0198b97d4449d,程式開發 > 前端開發
request_90e5c4b5e9183c6c,其他 > 任務接續與流程執行
request_4c481ccfe67d17f5,系統與維運 > 工具載入狀態通知
request_e635ca5834314328,程式開發 > 前端開發
request_21c6d02cc45e1052,系統與維運 > 工具載入狀態通知
request_3b820f8ad8651ff5,其他 > 任務接續與流程執行
request_f7eaf555e6b70301,程式開發 > 前端開發
request_f044122885e1ff31,系統與維運 > 工具載入狀態通知
request_007d841b338f630c,其他 > 任務接續與流程執行
request_bc86ec714e34e067,其他 > 任務接續與流程執行
request_e3cff17cadac2c20,其他 > 任務接續與流程執行
request_ecc243b6210ecd42,其他 > 任務接續與流程執行
request_4144520d447161e8,其他 > 任務接續與流程執行
request_5c77bb69750fd0c3,系統與維運 > 工具載入狀態通知
request_fb1c807bd592c8c9,程式開發 > 前端開發
request_99fa9d5194aadeb8,系統與維運 > 工具載入狀態通知
request_3cbf626f874f2e45,系統與維運 > 工具載入狀態通知
request_1e6d5330d9a5ea9c,系統與維運 > 工具載入狀態通知
request_1c83000e02c1f833,系統與維運 > 工具載入狀態通知
request_18c8190c64c52034,系統與維運 > 工具載入狀態通知
request_50758ca1c45e0787,系統與維運 > 工具載入狀態通知
request_c86379b6a075c7b0,系統與維運 > 工具載入狀態通知
request_81ddfae97d3e04ce,其他 > 任務接續與流程執行
request_6bdbaee82d9aee3c,系統與維運 > 工具載入狀態通知
request_0c8d9ec3a43480c2,其他 > 任務接續與流程執行
request_4bf82721c09f04c9,系統與維運 > 工具載入狀態通知
request_01913579755f2769,其他 > 任務接續與流程執行
request_f70d480b97eb8d79,其他 > 任務接續與流程執行
request_f9e600cdf029f8db,其他 > 任務接續與流程執行
request_7e82c46aef861c5b,其他 > 任務接續與流程執行
request_df08c00fd0eb13e0,其他 > 任務接續與流程執行
request_dd51610464577308,其他 > 任務接續與流程執行
request_59f460b15bfe5b1b,其他 > 任務接續與流程執行
request_e1a82cf954cc9aac,系統與維運 > 工具載入狀態通知
request_390b02afb295b932,其他 > 任務接續與流程執行
request_190f124698e078f5,其他 > 任務接續與流程執行
request_9db52c88e0a56cdb,其他 > 任務接續與流程執行
request_56c6b486b96aaa73,程式開發 > 前端開發
request_7a54874de186d7d3,程式開發 > 前端開發
request_e737679188d510f7,其他 > 任務接續與流程執行
request_4662c8d3a0521823,其他 > 任務接續與流程執行
request_3961efe4ee7de85f,其他 > 任務接續與流程執行
request_f6981b40730ae9d0,其他 > 任務接續與流程執行
request_0e1863a4dda1eeb0,其他 > 任務接續與流程執行
request_a854691646e4988d,其他 > 任務接續與流程執行
request_8d91e1a522ab44f4,程式開發 > 前端開發
request_93b0437f5c4a6e4c,程式開發 > 前端開發
request_cab9702df017d1e0,程式開發 > 前端開發
request_3c31ab6327d005c7,程式開發 > 前端開發
request_cf385096a0e615a4,系統與維運 > 工具載入狀態通知
request_1afbce5dde057e55,程式開發 > 前端開發
request_9bf91e5393165c94,其他 > 任務接續與流程執行
request_76d633d81a62385c,程式開發 > 前端開發
request_980ba25428052d44,其他 > 任務接續與流程執行
request_d204eea04e8dc1c3,其他 > 任務接續與流程執行
request_efe0b881dd2da56e,其他 > 任務接續與流程執行
request_accf65f8bf587281,其他 > 任務接續與流程執行
request_84d41e39c7197ec6,其他 > 任務接續與流程執行
request_224a910dc1301603,其他 > 任務接續與流程執行
request_576f0967617e45a9,系統與維運 > 工具載入狀態通知
request_825d02bfaa7234e2,系統與維運 > 工具載入狀態通知
request_07c81015e264cf9b,系統與維運 > 工具載入狀態通知
request_b1cacee2be66d4f6,系統與維運 > 工具載入狀態通知
request_4dd5a2927e810713,學習與研究 > 概念解釋
request_c7dbc54fe664eb27,系統與維運 > 工具載入狀態通知
request_e4004b7e366a1e11,系統與維運 > 工具載入狀態通知
request_5bcc448cf38c712c,系統與維運 > 工具載入狀態通知
request_28ca6c0568f88b48,AI與機器學習 > 既有AI代理設定與串接
request_7c19587c7a77fcc4,AI與機器學習 > 既有AI代理設定與串接
request_80ba6473333ad88b,系統與維運 > 工具載入狀態通知
request_b09e3c596d7f16d6,系統與維運 > 工具載入狀態通知
request_92eaf2a4e7b43ce2,系統與維運 > 工具載入狀態通知
request_3eef7b1435ef5901,系統與維運 > 工具載入狀態通知
request_8d05e6a57e52620e,系統與維運 > 工具載入狀態通知
request_0c69eda75ec0c22d,系統與維運 > 工具載入狀態通知
request_2e890b7737291eca,系統與維運 > 工具載入狀態通知
request_6fba4eb277b76752,學習與研究 > 學術插圖與研究圖解
request_2187af63d2a86e5c,系統與維運 > 工具載入狀態通知
request_9321564aa62f65cb,系統與維運 > 工具載入狀態通知
request_7efb14b63539dc66,系統與維運 > 工具載入狀態通知
request_e67b1b337a9d1cbf,系統與維運 > 工具載入狀態通知
request_84955962f1dc39cb,系統與維運 > 工具載入狀態通知
request_21fcfc61e30372dc,系統與維運 > 工具載入狀態通知
request_6825fcb9b2ee73d0,系統與維運 > 工具載入狀態通知
request_0f5f59e00bcacc39,系統與維運 > 工具載入狀態通知
request_e43aee329bb42e0d,系統與維運 > 工具載入狀態通知
request_ef4a769b0f7b1f1b,系統與維運 > 工具載入狀態通知
request_75b4f1ed434e4f36,系統與維運 > 工具載入狀態通知
request_e64875c6b144665a,系統與維運 > 工具載入狀態通知
request_920eae2cf0bec47b,系統與維運 > 工具載入狀態通知
request_4f53b4c6d6162e3b,系統與維運 > 工具載入狀態通知
request_5c7067322865e57c,數據分析 > 資料整理與轉換
request_26b020dbfd583295,系統與維運 > 工具載入狀態通知
request_1918055b231fc4f4,系統與維運 > 工具載入狀態通知
request_ef636d8e8e750ac8,系統與維運 > 工具載入狀態通知
request_e6e8e85f7c9a8777,文件與寫作 > 內容篇幅調整
request_ed558222d147fdc5,系統與維運 > 工具載入狀態通知
request_cd1b73d79b37d25e,系統與維運 > 工具載入狀態通知
request_4de8c4235bf273cf,系統與維運 > 工具載入狀態通知
request_fea283445a58ef06,系統與維運 > 工具載入狀態通知
request_2b008f6e40742e81,系統與維運 > 工具載入狀態通知
request_3220af22c77b33c6,系統與維運 > 工具載入狀態通知
request_6d1c2441a1fbe05c,系統與維運 > 工具載入狀態通知
request_7c0a4a7fcb3ae168,系統與維運 > 工具載入狀態通知
request_d9c62347764eb55d,系統與維運 > 工具載入狀態通知
request_51b5b8c46e725bbe,系統與維運 > 工具載入狀態通知
request_35f285d33a5c528f,系統與維運 > 工具載入狀態通知
request_925fd5f881f47b70,系統與維運 > 工具載入狀態通知
request_af22d446f4a75ad6,系統與維運 > 工具載入狀態通知
request_32565a5fe6d28de1,系統與維運 > 工具載入狀態通知
request_e78ba61c7a51869a,系統與維運 > 工具載入狀態通知
request_16f4777cb40b3aec,系統與維運 > 工具載入狀態通知
request_4a029639f6c120cf,系統與維運 > 工具載入狀態通知
request_07e16ec3d5efd41d,系統與維運 > 工具載入狀態通知
request_839ce7e6e9237702,系統與維運 > 工具載入狀態通知
request_3cd9e97d6d532b1d,系統與維運 > 通知與排程管理
request_b7643b40458a94bd,系統與維運 > 工具載入狀態通知
request_4c34d58ce80f7a4f,系統與維運 > 工具載入狀態通知
request_b65374b6cfec2a57,系統與維運 > 工具載入狀態通知
request_61e3c4da58a13340,系統與維運 > 工具載入狀態通知
request_ea970de2ce0d2b4e,系統與維運 > 工具載入狀態通知
request_9db73a2d85078013,系統與維運 > 工具載入狀態通知
request_ef159db68d495f9a,程式開發 > 程式碼審查與測試
request_ef4215380c69d58b,程式開發 > 程式碼審查與測試
request_10367b87050956ce,程式開發 > 程式碼審查與測試
request_30aee7dcf33421d8,程式開發 > 程式碼審查與測試
request_331cdfba49267005,程式開發 > 程式碼審查與測試
request_7d966b1b63237f12,程式開發 > 程式碼審查與測試
request_2a16374b14683872,程式開發 > 程式碼審查與測試
request_66a9c173732d7334,程式開發 > 程式碼審查與測試
request_f0d2c5e8cf083732,程式開發 > 程式碼審查與測試
request_6bdb281fe3ca357f,程式開發 > 程式碼審查與測試
request_963e4b0c503fe119,程式開發 > 程式碼解釋
request_9ef48ec4ab8b8347,程式開發 > 程式碼審查與測試
request_10d4e571fafa1c84,程式開發 > LaTeX與科學繪圖程式
request_5d2fc08a645b7992,程式開發 > 程式碼審查與測試
request_e4edc4ce344da96b,程式開發 > 程式碼審查與測試
request_89e4d95dc2125583,程式開發 > 程式碼審查與測試
request_a3acfbb3296b65d4,程式開發 > 程式碼審查與測試
request_99a14860b4564dd8,程式開發 > 程式碼審查與測試
request_dcd488a27782ca1b,程式開發 > 程式碼審查與測試
request_2237ce247be36276,程式開發 > 程式碼審查與測試
request_8d922fc8d730ddcd,程式開發 > 程式碼審查與測試
request_4d37498d8b8d177c,程式開發 > 程式碼審查與測試
request_6d1dbfcfb8214933,程式開發 > 程式碼審查與測試
request_981d48ccff862cf3,程式開發 > 程式碼審查與測試
request_9a7775f64ac9dade,程式開發 > 程式碼審查與測試
request_cb4afbd8dff2d3bf,程式開發 > 程式碼審查與測試
request_c12a74d70e844a8f,程式開發 > 程式碼審查與測試
request_0120822b39bf7549,系統與維運 > 工具載入狀態通知
request_1fa02cbe16253c3e,系統與維運 > 工具載入狀態通知
request_3813ee42e8f2f65a,系統與維運 > 工具載入狀態通知
request_81f14603be248083,系統與維運 > 工具載入狀態通知
request_0d3db326af8825c8,系統與維運 > 工具載入狀態通知
request_23631ff3682a8cd3,系統與維運 > 工具載入狀態通知
request_d740ac6fe5660113,系統與維運 > 工具載入狀態通知
request_0a3967b14a100bac,系統與維運 > 工具載入狀態通知
request_2ed47d8a243fefcd,系統與維運 > 工具載入狀態通知
request_524ea699bc5d2097,系統與維運 > 工具載入狀態通知
request_cdb1b184177aed2a,系統與維運 > 工具載入狀態通知
request_cffc7657c9a4f1a1,系統與維運 > 工具載入狀態通知
request_37d038b1262a3406,系統與維運 > 工具載入狀態通知
request_6fb0a9d9f2f1fc97,系統與維運 > 工具載入狀態通知
request_01e68cb2590f8129,系統與維運 > 工具載入狀態通知
request_32b29145293ef6ad,系統與維運 > 工具載入狀態通知
request_e919bc0194726a05,系統與維運 > 工具載入狀態通知
request_3aedf0b11935af06,文件與寫作 > 對話紀錄與多媒體資料整理
request_4c38962e545dc1f2,程式開發 > 前端開發
request_f3b88c9333644a86,程式開發 > 前端開發
request_ac8b72046164c165,程式開發 > 前端開發
request_11fcdbbc1a9c3138,程式開發 > 前端開發
request_123a477d81a8cc96,AI與機器學習 > AI應用故障排查
request_880c79db885c1c59,AI與機器學習 > AI應用故障排查
request_ce2ca640caf4fe23,AI與機器學習 > AI應用故障排查
request_01a8074ac9f66552,AI與機器學習 > AI應用故障排查
request_281e10389fd84bfe,AI與機器學習 > AI應用故障排查
request_9dfca6d5bb2e0d3f,AI與機器學習 > AI應用故障排查
request_717578c6a7243ab3,AI與機器學習 > AI應用故障排查
request_59be3e9372c77f1c,AI與機器學習 > AI應用故障排查
request_26d742b516d5623a,AI與機器學習 > AI應用故障排查
request_c9cf5a10ba3afced,AI與機器學習 > AI應用故障排查
request_64f9673aea2e6e97,AI與機器學習 > AI應用故障排查
request_18998f1833f1a696,AI與機器學習 > AI應用故障排查
request_d66769edc6cc8ca4,AI與機器學習 > AI應用故障排查
request_85e32c02f152b4e5,AI與機器學習 > AI應用故障排查
request_719794684ab973e0,AI與機器學習 > AI應用故障排查
request_c897cad5418236f3,AI與機器學習 > AI應用故障排查
request_6f06fa731b14e1e6,AI與機器學習 > AI應用故障排查
request_b1ea81f77c2b5d07,AI與機器學習 > AI應用故障排查
request_026b7814bf639a71,AI與機器學習 > AI應用故障排查
request_711acef238bc7c4e,文件與寫作 > 對話紀錄與多媒體資料整理
request_9ea32c548e7d701b,文件與寫作 > 對話紀錄與多媒體資料整理
request_084713fb96cfefae,文件與寫作 > 技術文件與操作手冊
request_697daa85ca67fb52,文件與寫作 > 技術文件與操作手冊
request_8525c775dc3610aa,文件與寫作 > 創意文案與社群回覆
request_bf83ed2f931c7237,資料庫 > 資料表設計
request_d40a15a6912a1d72,資料庫 > 資料表設計
request_18864938fa5133ae,系統與維運 > 檔案與資料夾管理
request_17836b08f7850b4b,系統與維運 > 環境安裝
request_d9bc759850437dd1,程式開發 > 資料庫整合開發
request_bdd40e84dbee06e1,程式開發 > 資料庫整合開發
request_89c5bb8477438467,程式開發 > 資料庫整合開發
request_b8393e7de4ea1749,AI與機器學習 > 既有AI代理設定與串接
request_a6d9925078f215af,程式開發 > 資料庫整合開發
request_9983308dd3f9bb3e,AI與機器學習 > 既有AI代理設定與串接
request_c9f1586892559b0e,AI與機器學習 > 既有AI代理設定與串接
request_516c9a25e2391f75,AI與機器學習 > 既有AI代理設定與串接
request_cb15be58e281b08a,AI與機器學習 > 既有AI代理設定與串接
request_67aed356c0ea966d,程式開發 > 資料庫整合開發
request_7a51ecd6e2f3d503,程式開發 > 資料庫整合開發
request_a4e06f4801d0ae5f,程式開發 > 資料庫整合開發
request_cc91c0b3b52b5b7e,程式開發 > 資料庫整合開發
request_6ed9e24ea97b5b73,程式開發 > 資料庫整合開發
request_55a620a36583c02a,程式開發 > 資料庫整合開發
request_a1a555ddbe42c080,程式開發 > 資料庫整合開發
request_b7c79c372db8ea97,程式開發 > 資料庫整合開發
request_9f259b4ba12c36e7,程式開發 > 資料庫整合開發
request_24b4efd060dd3f79,程式開發 > 資料庫整合開發
request_c412b8d264d719e5,程式開發 > 資料庫整合開發
request_197fde0b17fda6b9,程式開發 > 資料庫整合開發
request_63a16ed21d0614f7,程式開發 > 資料庫整合開發
request_b27ac8551a4760ba,程式開發 > 資料庫整合開發
